method,dataset,dtype,filt,ncells_fact,repl,FPR
zinbwaveedgeR,10XMonoCytoTnull,UMI,,48,5,0.0119341029964976
zinbwaveedgeR,10XMonoCytoTnull,UMI,,24,1,0.00830840810900631
zinbwaveedgeR,10XMonoCytoTnull,UMI,,24,2,0.0120065789473684
zinbwaveedgeR,10XMonoCytoTnull,UMI,,24,3,0.00691318327974277
zinbwaveedgeR,10XMonoCytoTnull,UMI,,24,4,0.0118103593723638
zinbwaveedgeR,10XMonoCytoTnull,UMI,,24,5,0.00955001618646811
zinbwaveedgeR,10XMonoCytoTnull,UMI,,12,1,0.0233094853450265
zinbwaveedgeR,10XMonoCytoTnull,UMI,,12,2,0.023680649526387
zinbwaveedgeR,10XMonoCytoTnull,UMI,,12,3,0.0151303538175047
zinbwaveedgeR,10XMonoCytoTnull,UMI,,12,4,0.020583578375933
zinbwaveedgeR,10XMonoCytoTnull,UMI,,12,5,0.0259829845941596
zinbwaveDESeq2,10XMonoCytoTnull,UMI,,120,1,0.000818833162743091
zinbwaveDESeq2,10XMonoCytoTnull,UMI,,48,1,0.00128982329420869
zinbwaveDESeq2,10XMonoCytoTnull,UMI,,48,2,0.00129971406290616
zinbwaveDESeq2,10XMonoCytoTnull,UMI,,48,3,0.00052321778940484
zinbwaveDESeq2,10XMonoCytoTnull,UMI,,48,4,0.00234222511385817
zinbwaveDESeq2,10XMonoCytoTnull,UMI,,48,5,0.00155662212997795
zinbwaveDESeq2,10XMonoCytoTnull,UMI,,24,1,0.000664672648720505
zinbwaveDESeq2,10XMonoCytoTnull,UMI,,24,2,0.00197368421052632
zinbwaveDESeq2,10XMonoCytoTnull,UMI,,24,3,0.00112540192926045
zinbwaveDESeq2,10XMonoCytoTnull,UMI,,24,4,0.00253079129407795
zinbwaveDESeq2,10XMonoCytoTnull,UMI,,24,5,0.000971188086759469
zinbwaveDESeq2,10XMonoCytoTnull,UMI,,12,1,0.00139017608897127
zinbwaveDESeq2,10XMonoCytoTnull,UMI,,12,2,0.001127649977447
zinbwaveDESeq2,10XMonoCytoTnull,UMI,,12,3,0.00442271880819367
zinbwaveDESeq2,10XMonoCytoTnull,UMI,,12,4,0.000452386337932594
zinbwaveDESeq2,10XMonoCytoTnull,UMI,,12,5,0.00229937916762474
DESeq2LRT,10XMonoCytoTnull,UMI,,120,1,0.0015353121801433
DESeq2LRT,10XMonoCytoTnull,UMI,,48,1,0.000902876305946085
DESeq2LRT,10XMonoCytoTnull,UMI,,48,2,0.00155965687548739
DESeq2LRT,10XMonoCytoTnull,UMI,,48,3,0.00117724002616089
DESeq2LRT,10XMonoCytoTnull,UMI,,48,4,0.00104098893949252
DESeq2LRT,10XMonoCytoTnull,UMI,,48,5,0.00168634064080944
DESeq2LRT,10XMonoCytoTnull,UMI,,24,1,0.000664672648720505
DESeq2LRT,10XMonoCytoTnull,UMI,,24,2,0.00263157894736842
DESeq2LRT,10XMonoCytoTnull,UMI,,24,3,0.00144694533762058
DESeq2LRT,10XMonoCytoTnull,UMI,,24,4,0.00202463303526236
DESeq2LRT,10XMonoCytoTnull,UMI,,24,5,0.00242797021689867
DESeq2LRT,10XMonoCytoTnull,UMI,,12,1,0.00207708285252712
DESeq2LRT,10XMonoCytoTnull,UMI,,12,2,0.0020297699594046
DESeq2LRT,10XMonoCytoTnull,UMI,,12,3,0.00116387337057728
DESeq2LRT,10XMonoCytoTnull,UMI,,12,4,0.000678579506898892
DESeq2LRT,10XMonoCytoTnull,UMI,,12,5,0.00390894458496206
logregLRT,10XMonoCytoTnull,UMI,,120,1,0.0589559877175026
logregLRT,10XMonoCytoTnull,UMI,,48,1,0.0439829743325164
logregLRT,10XMonoCytoTnull,UMI,,48,2,0.0519885625162464
logregLRT,10XMonoCytoTnull,UMI,,48,3,0.050490516677567
logregLRT,10XMonoCytoTnull,UMI,,48,4,0.0528301886792453
logregLRT,10XMonoCytoTnull,UMI,,48,5,0.0516279673109353
logregLRT,10XMonoCytoTnull,UMI,,24,1,0.0425390495181123
logregLRT,10XMonoCytoTnull,UMI,,24,2,0.0491776315789474
logregLRT,10XMonoCytoTnull,UMI,,24,3,0.0434083601286174
logregLRT,10XMonoCytoTnull,UMI,,24,4,0.0487599122659018
logregLRT,10XMonoCytoTnull,UMI,,24,5,0.0435415992230495
logregLRT,10XMonoCytoTnull,UMI,,12,1,0.0343872605585045
logregLRT,10XMonoCytoTnull,UMI,,12,2,0.034957149300857
logregLRT,10XMonoCytoTnull,UMI,,12,3,0.0360800744878957
logregLRT,10XMonoCytoTnull,UMI,,12,4,0.0409409635828998
logregLRT,10XMonoCytoTnull,UMI,,12,5,0.0400091975166705
edgeRLRT,10XMonoCytoTnull,UMI,TPM_1_25p,120,1,0.0474137931034483
edgeRLRT,10XMonoCytoTnull,UMI,TPM_1_25p,48,1,0.0325865580448065
edgeRLRT,10XMonoCytoTnull,UMI,TPM_1_25p,48,2,0.0456521739130435
edgeRLRT,10XMonoCytoTnull,UMI,TPM_1_25p,48,3,0.0298507462686567
edgeRLRT,10XMonoCytoTnull,UMI,TPM_1_25p,48,4,0.040084388185654
edgeRLRT,10XMonoCytoTnull,UMI,TPM_1_25p,48,5,0.0423728813559322
edgeRLRT,10XMonoCytoTnull,UMI,TPM_1_25p,24,1,0.0367170626349892
edgeRLRT,10XMonoCytoTnull,UMI,TPM_1_25p,24,2,0.0542299349240781
edgeRLRT,10XMonoCytoTnull,UMI,TPM_1_25p,24,3,0.0475206611570248
edgeRLRT,10XMonoCytoTnull,UMI,TPM_1_25p,24,4,0.0581896551724138
edgeRLRT,10XMonoCytoTnull,UMI,TPM_1_25p,24,5,0.0538922155688623
edgeRLRT,10XMonoCytoTnull,UMI,TPM_1_25p,12,1,0.0633484162895928
edgeRLRT,10XMonoCytoTnull,UMI,TPM_1_25p,12,2,0.043859649122807
edgeRLRT,10XMonoCytoTnull,UMI,TPM_1_25p,12,3,0.0467706013363029
edgeRLRT,10XMonoCytoTnull,UMI,TPM_1_25p,12,4,0.0407725321888412
edgeRLRT,10XMonoCytoTnull,UMI,TPM_1_25p,12,5,0.0787746170678337
Wilcoxon,10XMonoCytoTnull,UMI,TPM_1_25p,120,1,0.0280172413793103
Wilcoxon,10XMonoCytoTnull,UMI,TPM_1_25p,48,1,0.0468431771894094
Wilcoxon,10XMonoCytoTnull,UMI,TPM_1_25p,48,2,0.0565217391304348
Wilcoxon,10XMonoCytoTnull,UMI,TPM_1_25p,48,3,0.0362473347547974
Wilcoxon,10XMonoCytoTnull,UMI,TPM_1_25p,48,4,0.0443037974683544
Wilcoxon,10XMonoCytoTnull,UMI,TPM_1_25p,48,5,0.0466101694915254
Wilcoxon,10XMonoCytoTnull,UMI,TPM_1_25p,24,1,0.0367170626349892
Wilcoxon,10XMonoCytoTnull,UMI,TPM_1_25p,24,2,0.0390455531453362
Wilcoxon,10XMonoCytoTnull,UMI,TPM_1_25p,24,3,0.0371900826446281
Wilcoxon,10XMonoCytoTnull,UMI,TPM_1_25p,24,4,0.0538793103448276
Wilcoxon,10XMonoCytoTnull,UMI,TPM_1_25p,24,5,0.0479041916167665
Wilcoxon,10XMonoCytoTnull,UMI,TPM_1_25p,12,1,0.0588235294117647
Wilcoxon,10XMonoCytoTnull,UMI,TPM_1_25p,12,2,0.043859649122807
Wilcoxon,10XMonoCytoTnull,UMI,TPM_1_25p,12,3,0.0400890868596882
Wilcoxon,10XMonoCytoTnull,UMI,TPM_1_25p,12,4,0.0278969957081545
Wilcoxon,10XMonoCytoTnull,UMI,TPM_1_25p,12,5,0.0590809628008753
edgeRQLF,10XMonoCytoTnull,UMI,TPM_1_25p,120,1,0.0474137931034483
edgeRQLF,10XMonoCytoTnull,UMI,TPM_1_25p,48,1,0.0386965376782077
edgeRQLF,10XMonoCytoTnull,UMI,TPM_1_25p,48,2,0.0391304347826087
edgeRQLF,10XMonoCytoTnull,UMI,TPM_1_25p,48,3,0.0277185501066098
edgeRQLF,10XMonoCytoTnull,UMI,TPM_1_25p,48,4,0.0337552742616034
edgeRQLF,10XMonoCytoTnull,UMI,TPM_1_25p,48,5,0.0466101694915254
edgeRQLF,10XMonoCytoTnull,UMI,TPM_1_25p,24,1,0.0302375809935205
edgeRQLF,10XMonoCytoTnull,UMI,TPM_1_25p,24,2,0.052060737527115
edgeRQLF,10XMonoCytoTnull,UMI,TPM_1_25p,24,3,0.0392561983471074
edgeRQLF,10XMonoCytoTnull,UMI,TPM_1_25p,24,4,0.0689655172413793
edgeRQLF,10XMonoCytoTnull,UMI,TPM_1_25p,24,5,0.0439121756487026
edgeRQLF,10XMonoCytoTnull,UMI,TPM_1_25p,12,1,0.0475113122171946
edgeRQLF,10XMonoCytoTnull,UMI,TPM_1_25p,12,2,0.0394736842105263
edgeRQLF,10XMonoCytoTnull,UMI,TPM_1_25p,12,3,0.044543429844098
edgeRQLF,10XMonoCytoTnull,UMI,TPM_1_25p,12,4,0.036480686695279
edgeRQLF,10XMonoCytoTnull,UMI,TPM_1_25p,12,5,0.0700218818380744
BPSC,10XMonoCytoTnull,UMI,TPM_1_25p,120,1,0.0366379310344828
BPSC,10XMonoCytoTnull,UMI,TPM_1_25p,48,1,0.0244399185336049
BPSC,10XMonoCytoTnull,UMI,TPM_1_25p,48,2,0.0478260869565217
BPSC,10XMonoCytoTnull,UMI,TPM_1_25p,48,3,0.0362473347547974
BPSC,10XMonoCytoTnull,UMI,TPM_1_25p,48,4,0.0379746835443038
BPSC,10XMonoCytoTnull,UMI,TPM_1_25p,48,5,0.0466101694915254
BPSC,10XMonoCytoTnull,UMI,TPM_1_25p,24,1,0.0323974082073434
BPSC,10XMonoCytoTnull,UMI,TPM_1_25p,24,2,0.052060737527115
BPSC,10XMonoCytoTnull,UMI,TPM_1_25p,24,3,0.0475206611570248
BPSC,10XMonoCytoTnull,UMI,TPM_1_25p,24,4,0.0625
BPSC,10XMonoCytoTnull,UMI,TPM_1_25p,24,5,0.0479041916167665
BPSC,10XMonoCytoTnull,UMI,TPM_1_25p,12,1,0.0361990950226244
BPSC,10XMonoCytoTnull,UMI,TPM_1_25p,12,2,0.032967032967033
BPSC,10XMonoCytoTnull,UMI,TPM_1_25p,12,3,0.0267260579064588
BPSC,10XMonoCytoTnull,UMI,TPM_1_25p,12,4,0.0214592274678112
BPSC,10XMonoCytoTnull,UMI,TPM_1_25p,12,5,0.0634573304157549
DESeq2,10XMonoCytoTnull,UMI,TPM_1_25p,120,1,0.0258620689655172
DESeq2,10XMonoCytoTnull,UMI,TPM_1_25p,48,1,0.010183299389002
DESeq2,10XMonoCytoTnull,UMI,TPM_1_25p,48,2,0.0260869565217391
DESeq2,10XMonoCytoTnull,UMI,TPM_1_25p,48,3,0.0127931769722814
DESeq2,10XMonoCytoTnull,UMI,TPM_1_25p,48,4,0.0126582278481013
DESeq2,10XMonoCytoTnull,UMI,TPM_1_25p,48,5,0.0254237288135593
DESeq2,10XMonoCytoTnull,UMI,TPM_1_25p,24,1,0.00647948164146868
DESeq2,10XMonoCytoTnull,UMI,TPM_1_25p,24,2,0.0325379609544469
DESeq2,10XMonoCytoTnull,UMI,TPM_1_25p,24,3,0.0144628099173554
DESeq2,10XMonoCytoTnull,UMI,TPM_1_25p,24,4,0.0280172413793103
DESeq2,10XMonoCytoTnull,UMI,TPM_1_25p,24,5,0.0219560878243513
DESeq2,10XMonoCytoTnull,UMI,TPM_1_25p,12,1,0.0203619909502262
DESeq2,10XMonoCytoTnull,UMI,TPM_1_25p,12,2,0.0175438596491228
DESeq2,10XMonoCytoTnull,UMI,TPM_1_25p,12,3,0.0089086859688196
DESeq2,10XMonoCytoTnull,UMI,TPM_1_25p,12,4,0.00643776824034335
DESeq2,10XMonoCytoTnull,UMI,TPM_1_25p,12,5,0.0437636761487965
DESeq2nofilt,10XMonoCytoTnull,UMI,TPM_1_25p,120,1,0.0258620689655172
DESeq2nofilt,10XMonoCytoTnull,UMI,TPM_1_25p,48,1,0.010183299389002
DESeq2nofilt,10XMonoCytoTnull,UMI,TPM_1_25p,48,2,0.0260869565217391
DESeq2nofilt,10XMonoCytoTnull,UMI,TPM_1_25p,48,3,0.0127931769722814
DESeq2nofilt,10XMonoCytoTnull,UMI,TPM_1_25p,48,4,0.0126582278481013
DESeq2nofilt,10XMonoCytoTnull,UMI,TPM_1_25p,48,5,0.0254237288135593
DESeq2nofilt,10XMonoCytoTnull,UMI,TPM_1_25p,24,1,0.00647948164146868
DESeq2nofilt,10XMonoCytoTnull,UMI,TPM_1_25p,24,2,0.0325379609544469
DESeq2nofilt,10XMonoCytoTnull,UMI,TPM_1_25p,24,3,0.0144628099173554
DESeq2nofilt,10XMonoCytoTnull,UMI,TPM_1_25p,24,4,0.0280172413793103
DESeq2nofilt,10XMonoCytoTnull,UMI,TPM_1_25p,24,5,0.0219560878243513
DESeq2nofilt,10XMonoCytoTnull,UMI,TPM_1_25p,12,1,0.0203619909502262
DESeq2nofilt,10XMonoCytoTnull,UMI,TPM_1_25p,12,2,0.0175438596491228
DESeq2nofilt,10XMonoCytoTnull,UMI,TPM_1_25p,12,3,0.0089086859688196
DESeq2nofilt,10XMonoCytoTnull,UMI,TPM_1_25p,12,4,0.00643776824034335
DESeq2nofilt,10XMonoCytoTnull,UMI,TPM_1_25p,12,5,0.0437636761487965
edgeRLRTdeconv,10XMonoCytoTnull,UMI,TPM_1_25p,120,1,0.0452586206896552
edgeRLRTdeconv,10XMonoCytoTnull,UMI,TPM_1_25p,48,1,0.0325865580448065
edgeRLRTdeconv,10XMonoCytoTnull,UMI,TPM_1_25p,48,2,0.0456521739130435
edgeRLRTdeconv,10XMonoCytoTnull,UMI,TPM_1_25p,48,3,0.0298507462686567
edgeRLRTdeconv,10XMonoCytoTnull,UMI,TPM_1_25p,48,4,0.0421940928270042
edgeRLRTdeconv,10XMonoCytoTnull,UMI,TPM_1_25p,48,5,0.0466101694915254
edgeRLRTdeconv,10XMonoCytoTnull,UMI,TPM_1_25p,24,1,0.0323974082073434
edgeRLRTdeconv,10XMonoCytoTnull,UMI,TPM_1_25p,24,2,0.0498915401301518
edgeRLRTdeconv,10XMonoCytoTnull,UMI,TPM_1_25p,24,3,0.0454545454545455
edgeRLRTdeconv,10XMonoCytoTnull,UMI,TPM_1_25p,24,4,0.0668103448275862
edgeRLRTdeconv,10XMonoCytoTnull,UMI,TPM_1_25p,24,5,0.0598802395209581
edgeRLRTdeconv,10XMonoCytoTnull,UMI,TPM_1_25p,12,1,0.0452488687782805
edgeRLRTdeconv,10XMonoCytoTnull,UMI,TPM_1_25p,12,2,0.0592105263157895
edgeRLRTdeconv,10XMonoCytoTnull,UMI,TPM_1_25p,12,3,0.0467706013363029
edgeRLRTdeconv,10XMonoCytoTnull,UMI,TPM_1_25p,12,4,0.0407725321888412
edgeRLRTdeconv,10XMonoCytoTnull,UMI,TPM_1_25p,12,5,0.0700218818380744
MASTcpm,10XMonoCytoTnull,UMI,TPM_1_25p,120,1,0.0172413793103448
MASTcpm,10XMonoCytoTnull,UMI,TPM_1_25p,48,1,0.0162932790224033
MASTcpm,10XMonoCytoTnull,UMI,TPM_1_25p,48,2,0.0304347826086957
MASTcpm,10XMonoCytoTnull,UMI,TPM_1_25p,48,3,0.023454157782516
MASTcpm,10XMonoCytoTnull,UMI,TPM_1_25p,48,4,0.0379746835443038
MASTcpm,10XMonoCytoTnull,UMI,TPM_1_25p,48,5,0.0360169491525424
MASTcpm,10XMonoCytoTnull,UMI,TPM_1_25p,24,1,0.0280777537796976
MASTcpm,10XMonoCytoTnull,UMI,TPM_1_25p,24,2,0.0195227765726681
MASTcpm,10XMonoCytoTnull,UMI,TPM_1_25p,24,3,0.0165289256198347
MASTcpm,10XMonoCytoTnull,UMI,TPM_1_25p,24,4,0.0495689655172414
MASTcpm,10XMonoCytoTnull,UMI,TPM_1_25p,24,5,0.00798403193612774
MASTcpm,10XMonoCytoTnull,UMI,TPM_1_25p,12,1,0.0158371040723982
MASTcpm,10XMonoCytoTnull,UMI,TPM_1_25p,12,2,0.0263157894736842
MASTcpm,10XMonoCytoTnull,UMI,TPM_1_25p,12,3,0.0267260579064588
MASTcpm,10XMonoCytoTnull,UMI,TPM_1_25p,12,4,0.0236051502145923
MASTcpm,10XMonoCytoTnull,UMI,TPM_1_25p,12,5,0.0240700218818381
MASTcpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,120,1,0.0258620689655172
MASTcpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,48,1,0.0162932790224033
MASTcpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,48,2,0.0391304347826087
MASTcpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,48,3,0.023454157782516
MASTcpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,48,4,0.0379746835443038
MASTcpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,48,5,0.0317796610169492
MASTcpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,24,1,0.0345572354211663
MASTcpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,24,2,0.0325379609544469
MASTcpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,24,3,0.0206611570247934
MASTcpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,24,4,0.0452586206896552
MASTcpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,24,5,0.00998003992015968
MASTcpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,12,1,0.0180995475113122
MASTcpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,12,2,0.0263157894736842
MASTcpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,12,3,0.0244988864142539
MASTcpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,12,4,0.0300429184549356
MASTcpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,12,5,0.0240700218818381
MASTtpm,10XMonoCytoTnull,UMI,TPM_1_25p,120,1,0.0172413793103448
MASTtpm,10XMonoCytoTnull,UMI,TPM_1_25p,48,1,0.0203665987780041
MASTtpm,10XMonoCytoTnull,UMI,TPM_1_25p,48,2,0.0304347826086957
MASTtpm,10XMonoCytoTnull,UMI,TPM_1_25p,48,3,0.0213219616204691
MASTtpm,10XMonoCytoTnull,UMI,TPM_1_25p,48,4,0.040084388185654
MASTtpm,10XMonoCytoTnull,UMI,TPM_1_25p,48,5,0.0275423728813559
MASTtpm,10XMonoCytoTnull,UMI,TPM_1_25p,24,1,0.0259179265658747
MASTtpm,10XMonoCytoTnull,UMI,TPM_1_25p,24,2,0.0151843817787419
MASTtpm,10XMonoCytoTnull,UMI,TPM_1_25p,24,3,0.0165289256198347
MASTtpm,10XMonoCytoTnull,UMI,TPM_1_25p,24,4,0.0431034482758621
MASTtpm,10XMonoCytoTnull,UMI,TPM_1_25p,24,5,0.00798403193612774
MASTtpm,10XMonoCytoTnull,UMI,TPM_1_25p,12,1,0.0158371040723982
MASTtpm,10XMonoCytoTnull,UMI,TPM_1_25p,12,2,0.0285087719298246
MASTtpm,10XMonoCytoTnull,UMI,TPM_1_25p,12,3,0.0244988864142539
MASTtpm,10XMonoCytoTnull,UMI,TPM_1_25p,12,4,0.0214592274678112
MASTtpm,10XMonoCytoTnull,UMI,TPM_1_25p,12,5,0.0240700218818381
MASTtpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,120,1,0.0280172413793103
MASTtpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,48,1,0.0183299389002037
MASTtpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,48,2,0.0391304347826087
MASTtpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,48,3,0.023454157782516
MASTtpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,48,4,0.0379746835443038
MASTtpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,48,5,0.0275423728813559
MASTtpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,24,1,0.0259179265658747
MASTtpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,24,2,0.0238611713665944
MASTtpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,24,3,0.0185950413223141
MASTtpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,24,4,0.0344827586206897
MASTtpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,24,5,0.00798403193612774
MASTtpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,12,1,0.0203619909502262
MASTtpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,12,2,0.0263157894736842
MASTtpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,12,3,0.022271714922049
MASTtpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,12,4,0.0278969957081545
MASTtpmDetRate,10XMonoCytoTnull,UMI,TPM_1_25p,12,5,0.0218818380743982
SCDE,10XMonoCytoTnull,UMI,TPM_1_25p,120,1,0.00431034482758621
SCDE,10XMonoCytoTnull,UMI,TPM_1_25p,48,1,0.00203665987780041
SCDE,10XMonoCytoTnull,UMI,TPM_1_25p,48,2,0.0173913043478261
SCDE,10XMonoCytoTnull,UMI,TPM_1_25p,48,3,0.00426439232409382
SCDE,10XMonoCytoTnull,UMI,TPM_1_25p,48,4,0.00421940928270042
SCDE,10XMonoCytoTnull,UMI,TPM_1_25p,48,5,0.00211864406779661
SCDE,10XMonoCytoTnull,UMI,TPM_1_25p,24,1,0.0107991360691145
SCDE,10XMonoCytoTnull,UMI,TPM_1_25p,24,2,0.00216919739696312
SCDE,10XMonoCytoTnull,UMI,TPM_1_25p,24,3,0.012396694214876
SCDE,10XMonoCytoTnull,UMI,TPM_1_25p,24,4,0.00646551724137931
SCDE,10XMonoCytoTnull,UMI,TPM_1_25p,24,5,0.00798403193612774
SCDE,10XMonoCytoTnull,UMI,TPM_1_25p,12,1,0.0339366515837104
SCDE,10XMonoCytoTnull,UMI,TPM_1_25p,12,2,0.0175438596491228
SCDE,10XMonoCytoTnull,UMI,TPM_1_25p,12,3,0.022271714922049
SCDE,10XMonoCytoTnull,UMI,TPM_1_25p,12,4,0.0300429184549356
SCDE,10XMonoCytoTnull,UMI,TPM_1_25p,12,5,0.0196936542669584
edgeRLRTrobust,10XMonoCytoTnull,UMI,TPM_1_25p,120,1,0.0883620689655172
edgeRLRTrobust,10XMonoCytoTnull,UMI,TPM_1_25p,48,1,0.0855397148676171
edgeRLRTrobust,10XMonoCytoTnull,UMI,TPM_1_25p,48,2,0.106521739130435
edgeRLRTrobust,10XMonoCytoTnull,UMI,TPM_1_25p,48,3,0.0874200426439232
edgeRLRTrobust,10XMonoCytoTnull,UMI,TPM_1_25p,48,4,0.080168776371308
edgeRLRTrobust,10XMonoCytoTnull,UMI,TPM_1_25p,48,5,0.0889830508474576
edgeRLRTrobust,10XMonoCytoTnull,UMI,TPM_1_25p,24,1,0.0842332613390929
edgeRLRTrobust,10XMonoCytoTnull,UMI,TPM_1_25p,24,2,0.101952277657267
edgeRLRTrobust,10XMonoCytoTnull,UMI,TPM_1_25p,24,3,0.0888429752066116
edgeRLRTrobust,10XMonoCytoTnull,UMI,TPM_1_25p,24,4,0.116379310344828
edgeRLRTrobust,10XMonoCytoTnull,UMI,TPM_1_25p,24,5,0.0838323353293413
edgeRLRTrobust,10XMonoCytoTnull,UMI,TPM_1_25p,12,1,0.0950226244343891
edgeRLRTrobust,10XMonoCytoTnull,UMI,TPM_1_25p,12,2,0.0767543859649123
edgeRLRTrobust,10XMonoCytoTnull,UMI,TPM_1_25p,12,3,0.066815144766147
edgeRLRTrobust,10XMonoCytoTnull,UMI,TPM_1_25p,12,4,0.0729613733905579
edgeRLRTrobust,10XMonoCytoTnull,UMI,TPM_1_25p,12,5,0.105032822757112
voomlimma,10XMonoCytoTnull,UMI,TPM_1_25p,120,1,0.0344827586206897
voomlimma,10XMonoCytoTnull,UMI,TPM_1_25p,48,1,0.0386965376782077
voomlimma,10XMonoCytoTnull,UMI,TPM_1_25p,48,2,0.0456521739130435
voomlimma,10XMonoCytoTnull,UMI,TPM_1_25p,48,3,0.0426439232409382
voomlimma,10XMonoCytoTnull,UMI,TPM_1_25p,48,4,0.0485232067510548
voomlimma,10XMonoCytoTnull,UMI,TPM_1_25p,48,5,0.0402542372881356
voomlimma,10XMonoCytoTnull,UMI,TPM_1_25p,24,1,0.0496760259179266
voomlimma,10XMonoCytoTnull,UMI,TPM_1_25p,24,2,0.0390455531453362
voomlimma,10XMonoCytoTnull,UMI,TPM_1_25p,24,3,0.0454545454545455
voomlimma,10XMonoCytoTnull,UMI,TPM_1_25p,24,4,0.0668103448275862
voomlimma,10XMonoCytoTnull,UMI,TPM_1_25p,24,5,0.0518962075848303
voomlimma,10XMonoCytoTnull,UMI,TPM_1_25p,12,1,0.0565610859728507
voomlimma,10XMonoCytoTnull,UMI,TPM_1_25p,12,2,0.0504385964912281
voomlimma,10XMonoCytoTnull,UMI,TPM_1_25p,12,3,0.0512249443207127
voomlimma,10XMonoCytoTnull,UMI,TPM_1_25p,12,4,0.0386266094420601
voomlimma,10XMonoCytoTnull,UMI,TPM_1_25p,12,5,0.0700218818380744
SeuratBimodnofilt,10XMonoCytoTnull,UMI,TPM_1_25p,120,1,0.0560344827586207
SeuratBimodnofilt,10XMonoCytoTnull,UMI,TPM_1_25p,48,1,0.065173116089613
SeuratBimodnofilt,10XMonoCytoTnull,UMI,TPM_1_25p,48,2,0.0760869565217391
SeuratBimodnofilt,10XMonoCytoTnull,UMI,TPM_1_25p,48,3,0.0597014925373134
SeuratBimodnofilt,10XMonoCytoTnull,UMI,TPM_1_25p,48,4,0.080168776371308
SeuratBimodnofilt,10XMonoCytoTnull,UMI,TPM_1_25p,48,5,0.0677966101694915
SeuratBimodnofilt,10XMonoCytoTnull,UMI,TPM_1_25p,24,1,0.0993520518358531
SeuratBimodnofilt,10XMonoCytoTnull,UMI,TPM_1_25p,24,2,0.0672451193058568
SeuratBimodnofilt,10XMonoCytoTnull,UMI,TPM_1_25p,24,3,0.0929752066115702
SeuratBimodnofilt,10XMonoCytoTnull,UMI,TPM_1_25p,24,4,0.0991379310344828
SeuratBimodnofilt,10XMonoCytoTnull,UMI,TPM_1_25p,24,5,0.0538922155688623
SeuratBimodnofilt,10XMonoCytoTnull,UMI,TPM_1_25p,12,1,0.117647058823529
SeuratBimodnofilt,10XMonoCytoTnull,UMI,TPM_1_25p,12,2,0.100877192982456
SeuratBimodnofilt,10XMonoCytoTnull,UMI,TPM_1_25p,12,3,0.129175946547884
SeuratBimodnofilt,10XMonoCytoTnull,UMI,TPM_1_25p,12,4,0.0815450643776824
SeuratBimodnofilt,10XMonoCytoTnull,UMI,TPM_1_25p,12,5,0.177242888402626
DESeq2census,10XMonoCytoTnull,UMI,TPM_1_25p,120,1,0.0193965517241379
DESeq2census,10XMonoCytoTnull,UMI,TPM_1_25p,48,1,0.0122199592668024
DESeq2census,10XMonoCytoTnull,UMI,TPM_1_25p,48,2,0.0173913043478261
DESeq2census,10XMonoCytoTnull,UMI,TPM_1_25p,48,3,0.0170575692963753
DESeq2census,10XMonoCytoTnull,UMI,TPM_1_25p,48,4,0.0232067510548523
DESeq2census,10XMonoCytoTnull,UMI,TPM_1_25p,48,5,0.0190677966101695
DESeq2census,10XMonoCytoTnull,UMI,TPM_1_25p,24,1,0.0107991360691145
DESeq2census,10XMonoCytoTnull,UMI,TPM_1_25p,24,2,0.0216919739696312
DESeq2census,10XMonoCytoTnull,UMI,TPM_1_25p,24,3,0.0103305785123967
DESeq2census,10XMonoCytoTnull,UMI,TPM_1_25p,24,4,0.0129310344827586
DESeq2census,10XMonoCytoTnull,UMI,TPM_1_25p,24,5,0.0139720558882236
