method,dataset,dtype,filt,ncells_fact,repl,FPR
DESeq2census,GSE48968-GPL13112null,full-length,TPM_1_25p,24,4,0.0168057619755345
DESeq2census,GSE48968-GPL13112null,full-length,TPM_1_25p,24,5,0.0163345690454124
DESeq2census,GSE48968-GPL13112null,full-length,TPM_1_25p,12,1,0.00876095118898623
DESeq2census,GSE48968-GPL13112null,full-length,TPM_1_25p,12,2,0.0149817613340281
DESeq2census,GSE48968-GPL13112null,full-length,TPM_1_25p,12,3,0.0142785571142285
DESeq2census,GSE48968-GPL13112null,full-length,TPM_1_25p,12,4,0.0186892599053077
DESeq2census,GSE48968-GPL13112null,full-length,TPM_1_25p,12,5,0.0269112330968001
DESeq2census,GSE48968-GPL13112null,full-length,TPM_1_25p,6,1,0.0215748031496063
DESeq2census,GSE48968-GPL13112null,full-length,TPM_1_25p,6,2,0.00865610328638498
DESeq2census,GSE48968-GPL13112null,full-length,TPM_1_25p,6,3,0.00910915547321291
DESeq2census,GSE48968-GPL13112null,full-length,TPM_1_25p,6,4,0.00937263794406652
DESeq2census,GSE48968-GPL13112null,full-length,TPM_1_25p,6,5,0.00859598853868195
edgeRLRTcensus,GSE48968-GPL13112null,full-length,TPM_1_25p,48,1,0.0749864937871421
edgeRLRTcensus,GSE48968-GPL13112null,full-length,TPM_1_25p,24,1,0.0961705831157528
edgeRLRTcensus,GSE48968-GPL13112null,full-length,TPM_1_25p,24,2,0.0770173874275524
edgeRLRTcensus,GSE48968-GPL13112null,full-length,TPM_1_25p,24,3,0.0801170858629662
edgeRLRTcensus,GSE48968-GPL13112null,full-length,TPM_1_25p,24,4,0.0741181562432374
edgeRLRTcensus,GSE48968-GPL13112null,full-length,TPM_1_25p,24,5,0.0814106789716546
edgeRLRTcensus,GSE48968-GPL13112null,full-length,TPM_1_25p,12,1,0.0632506004803843
edgeRLRTcensus,GSE48968-GPL13112null,full-length,TPM_1_25p,12,2,0.068013387520918
edgeRLRTcensus,GSE48968-GPL13112null,full-length,TPM_1_25p,12,3,0.0728800090816211
edgeRLRTcensus,GSE48968-GPL13112null,full-length,TPM_1_25p,12,4,0.0714933152050759
edgeRLRTcensus,GSE48968-GPL13112null,full-length,TPM_1_25p,12,5,0.0765027322404372
edgeRLRTcensus,GSE48968-GPL13112null,full-length,TPM_1_25p,6,1,0.070703125
edgeRLRTcensus,GSE48968-GPL13112null,full-length,TPM_1_25p,6,2,0.0537215251553173
edgeRLRTcensus,GSE48968-GPL13112null,full-length,TPM_1_25p,6,3,0.053160371359532
edgeRLRTcensus,GSE48968-GPL13112null,full-length,TPM_1_25p,6,4,0.0542578173278952
edgeRLRTcensus,GSE48968-GPL13112null,full-length,TPM_1_25p,6,5,0.056459874786568
monoclecensus,GSE48968-GPL13112null,full-length,TPM_1_25p,48,1,0.0661264181523501
monoclecensus,GSE48968-GPL13112null,full-length,TPM_1_25p,24,1,0.0800696257615318
monoclecensus,GSE48968-GPL13112null,full-length,TPM_1_25p,24,2,0.0696611680784663
monoclecensus,GSE48968-GPL13112null,full-length,TPM_1_25p,24,3,0.0748048568950564
monoclecensus,GSE48968-GPL13112null,full-length,TPM_1_25p,24,4,0.0671932482146722
monoclecensus,GSE48968-GPL13112null,full-length,TPM_1_25p,24,5,0.0722918039991211
monoclecensus,GSE48968-GPL13112null,full-length,TPM_1_25p,12,1,0.0651950131533798
monoclecensus,GSE48968-GPL13112null,full-length,TPM_1_25p,12,2,0.0825962228065981
monoclecensus,GSE48968-GPL13112null,full-length,TPM_1_25p,12,3,0.0762856169826314
monoclecensus,GSE48968-GPL13112null,full-length,TPM_1_25p,12,4,0.0822569680489463
monoclecensus,GSE48968-GPL13112null,full-length,TPM_1_25p,12,5,0.0949605343047966
monoclecensus,GSE48968-GPL13112null,full-length,TPM_1_25p,6,1,0.0953125
monoclecensus,GSE48968-GPL13112null,full-length,TPM_1_25p,6,2,0.06431964916555
monoclecensus,GSE48968-GPL13112null,full-length,TPM_1_25p,6,3,0.0654966297850693
monoclecensus,GSE48968-GPL13112null,full-length,TPM_1_25p,6,4,0.0671116054875788
monoclecensus,GSE48968-GPL13112null,full-length,TPM_1_25p,6,5,0.0718269778030734
monocle,GSE48968-GPL13112null,full-length,TPM_1_25p,48,1,0.0371690977849811
monocle,GSE48968-GPL13112null,full-length,TPM_1_25p,24,1,0.049390774586597
monocle,GSE48968-GPL13112null,full-length,TPM_1_25p,24,2,0.0406821221578243
monocle,GSE48968-GPL13112null,full-length,TPM_1_25p,24,3,0.0500867302688638
monocle,GSE48968-GPL13112null,full-length,TPM_1_25p,24,4,0.0472841376325471
monocle,GSE48968-GPL13112null,full-length,TPM_1_25p,24,5,0.0390024170511975
monocle,GSE48968-GPL13112null,full-length,TPM_1_25p,12,1,0.0512409927942354
monocle,GSE48968-GPL13112null,full-length,TPM_1_25p,12,2,0.0815204398756873
monocle,GSE48968-GPL13112null,full-length,TPM_1_25p,12,3,0.0602792598478828
monocle,GSE48968-GPL13112null,full-length,TPM_1_25p,12,4,0.0448674371176071
monocle,GSE48968-GPL13112null,full-length,TPM_1_25p,12,5,0.143290831815422
monocle,GSE48968-GPL13112null,full-length,TPM_1_25p,6,1,0.1125
monocle,GSE48968-GPL13112null,full-length,TPM_1_25p,6,2,0.0592033134364722
monocle,GSE48968-GPL13112null,full-length,TPM_1_25p,6,3,0.064097672644029
monocle,GSE48968-GPL13112null,full-length,TPM_1_25p,6,4,0.0741564701520208
monocle,GSE48968-GPL13112null,full-length,TPM_1_25p,6,5,0.0582811610700057
D3E,GSE48968-GPL13112null,full-length,TPM_1_25p,48,1,0.033387358184765
D3E,GSE48968-GPL13112null,full-length,TPM_1_25p,24,1,0.073651000870322
D3E,GSE48968-GPL13112null,full-length,TPM_1_25p,24,2,0.0327686134641106
D3E,GSE48968-GPL13112null,full-length,TPM_1_25p,24,3,0.0523633998265395
D3E,GSE48968-GPL13112null,full-length,TPM_1_25p,24,4,0.0381951958450552
D3E,GSE48968-GPL13112null,full-length,TPM_1_25p,24,5,0.039991210722918
D3E,GSE48968-GPL13112null,full-length,TPM_1_25p,12,1,0.0449862637362637
D3E,GSE48968-GPL13112null,full-length,TPM_1_25p,12,2,0.0415171093563053
D3E,GSE48968-GPL13112null,full-length,TPM_1_25p,12,3,0.0511305533462107
D3E,GSE48968-GPL13112null,full-length,TPM_1_25p,12,4,0.0429900181488203
D3E,GSE48968-GPL13112null,full-length,TPM_1_25p,12,5,0.101033434650456
D3E,GSE48968-GPL13112null,full-length,TPM_1_25p,6,1,0.0686661404893449
D3E,GSE48968-GPL13112null,full-length,TPM_1_25p,6,2,0.0580621301775148
D3E,GSE48968-GPL13112null,full-length,TPM_1_25p,6,3,0.0362908433423738
D3E,GSE48968-GPL13112null,full-length,TPM_1_25p,6,4,0.0653562038312257
D3E,GSE48968-GPL13112null,full-length,TPM_1_25p,6,5,0.0560522696011004
limmatrend,GSE48968-GPL13112null,full-length,TPM_1_25p,48,1,0.0341437061048082
limmatrend,GSE48968-GPL13112null,full-length,TPM_1_25p,24,1,0.0583115752828547
limmatrend,GSE48968-GPL13112null,full-length,TPM_1_25p,24,2,0.0342175657601427
limmatrend,GSE48968-GPL13112null,full-length,TPM_1_25p,24,3,0.0494362532523851
limmatrend,GSE48968-GPL13112null,full-length,TPM_1_25p,24,4,0.0385198009088942
limmatrend,GSE48968-GPL13112null,full-length,TPM_1_25p,24,5,0.0381234893430015
limmatrend,GSE48968-GPL13112null,full-length,TPM_1_25p,12,1,0.0423195699416676
limmatrend,GSE48968-GPL13112null,full-length,TPM_1_25p,12,2,0.0536696151087736
limmatrend,GSE48968-GPL13112null,full-length,TPM_1_25p,12,3,0.0459757066636395
limmatrend,GSE48968-GPL13112null,full-length,TPM_1_25p,12,4,0.0339904826648538
limmatrend,GSE48968-GPL13112null,full-length,TPM_1_25p,12,5,0.0938676381299332
limmatrend,GSE48968-GPL13112null,full-length,TPM_1_25p,6,1,0.078125
limmatrend,GSE48968-GPL13112null,full-length,TPM_1_25p,6,2,0.0388597880375198
limmatrend,GSE48968-GPL13112null,full-length,TPM_1_25p,6,3,0.0345923947602696
limmatrend,GSE48968-GPL13112null,full-length,TPM_1_25p,6,4,0.046347793845013
limmatrend,GSE48968-GPL13112null,full-length,TPM_1_25p,6,5,0.037677859988617
ROTSvoom,GSE48968-GPL13112null,full-length,TPM_1_25p,48,1,0.0399783900594273
ROTSvoom,GSE48968-GPL13112null,full-length,TPM_1_25p,24,1,0.118472584856397
ROTSvoom,GSE48968-GPL13112null,full-length,TPM_1_25p,24,2,0.032657155595185
ROTSvoom,GSE48968-GPL13112null,full-length,TPM_1_25p,24,3,0.0564830875975715
ROTSvoom,GSE48968-GPL13112null,full-length,TPM_1_25p,24,4,0.0497727764553127
ROTSvoom,GSE48968-GPL13112null,full-length,TPM_1_25p,24,5,0.041968798066359
ROTSvoom,GSE48968-GPL13112null,full-length,TPM_1_25p,12,1,0.0438064737504289
ROTSvoom,GSE48968-GPL13112null,full-length,TPM_1_25p,12,2,0.0396844370069328
ROTSvoom,GSE48968-GPL13112null,full-length,TPM_1_25p,12,3,0.0490407537745488
ROTSvoom,GSE48968-GPL13112null,full-length,TPM_1_25p,12,4,0.0694538862451847
ROTSvoom,GSE48968-GPL13112null,full-length,TPM_1_25p,12,5,0.0714025500910747
ROTSvoom,GSE48968-GPL13112null,full-length,TPM_1_25p,6,1,0.057421875
ROTSvoom,GSE48968-GPL13112null,full-length,TPM_1_25p,6,2,0.0522597149470094
ROTSvoom,GSE48968-GPL13112null,full-length,TPM_1_25p,6,3,0.0319216584001017
ROTSvoom,GSE48968-GPL13112null,full-length,TPM_1_25p,6,4,0.0447410703250525
ROTSvoom,GSE48968-GPL13112null,full-length,TPM_1_25p,6,5,0.0388161639157655
ROTScpm,GSE48968-GPL13112null,full-length,TPM_1_25p,48,1,0.0413830361966505
ROTScpm,GSE48968-GPL13112null,full-length,TPM_1_25p,24,1,0.0805047867711053
ROTScpm,GSE48968-GPL13112null,full-length,TPM_1_25p,24,2,0.0407935800267499
ROTScpm,GSE48968-GPL13112null,full-length,TPM_1_25p,24,3,0.0582176929748482
ROTScpm,GSE48968-GPL13112null,full-length,TPM_1_25p,24,4,0.0460939190651374
ROTScpm,GSE48968-GPL13112null,full-length,TPM_1_25p,24,5,0.0451549110085695
ROTScpm,GSE48968-GPL13112null,full-length,TPM_1_25p,12,1,0.0424339471577262
ROTScpm,GSE48968-GPL13112null,full-length,TPM_1_25p,12,2,0.0475735118336122
ROTScpm,GSE48968-GPL13112null,full-length,TPM_1_25p,12,3,0.0472244295606766
ROTScpm,GSE48968-GPL13112null,full-length,TPM_1_25p,12,4,0.0503059143439837
ROTScpm,GSE48968-GPL13112null,full-length,TPM_1_25p,12,5,0.0690953248330298
ROTScpm,GSE48968-GPL13112null,full-length,TPM_1_25p,6,1,0.062890625
ROTScpm,GSE48968-GPL13112null,full-length,TPM_1_25p,6,2,0.0506760872213424
ROTScpm,GSE48968-GPL13112null,full-length,TPM_1_25p,6,3,0.0415871804654712
ROTScpm,GSE48968-GPL13112null,full-length,TPM_1_25p,6,4,0.0446174762081325
ROTScpm,GSE48968-GPL13112null,full-length,TPM_1_25p,6,5,0.0397268070574843
ROTStpm,GSE48968-GPL13112null,full-length,TPM_1_25p,48,1,0.0415991356023771
ROTStpm,GSE48968-GPL13112null,full-length,TPM_1_25p,24,1,0.0600522193211488
ROTStpm,GSE48968-GPL13112null,full-length,TPM_1_25p,24,2,0.0430227374052608
ROTStpm,GSE48968-GPL13112null,full-length,TPM_1_25p,24,3,0.0487857762359063
ROTStpm,GSE48968-GPL13112null,full-length,TPM_1_25p,24,4,0.0445790954338888
ROTStpm,GSE48968-GPL13112null,full-length,TPM_1_25p,24,5,0.045264776972094
ROTStpm,GSE48968-GPL13112null,full-length,TPM_1_25p,12,1,0.041175797781082
ROTStpm,GSE48968-GPL13112null,full-length,TPM_1_25p,12,2,0.0616782213722209
ROTStpm,GSE48968-GPL13112null,full-length,TPM_1_25p,12,3,0.0487001929844477
ROTStpm,GSE48968-GPL13112null,full-length,TPM_1_25p,12,4,0.0455472467709041
ROTStpm,GSE48968-GPL13112null,full-length,TPM_1_25p,12,5,0.0877959927140255
ROTStpm,GSE48968-GPL13112null,full-length,TPM_1_25p,6,1,0.0686197916666667
ROTStpm,GSE48968-GPL13112null,full-length,TPM_1_25p,6,2,0.0422706785235717
ROTStpm,GSE48968-GPL13112null,full-length,TPM_1_25p,6,3,0.0406969350120819
ROTStpm,GSE48968-GPL13112null,full-length,TPM_1_25p,6,4,0.0448646644419726
ROTStpm,GSE48968-GPL13112null,full-length,TPM_1_25p,6,5,0.0348321001707456
metagenomeSeq,GSE48968-GPL13112null,full-length,TPM_1_25p,48,1,0.0283141679323064
metagenomeSeq,GSE48968-GPL13112null,full-length,TPM_1_25p,24,1,0.0316497573886193
metagenomeSeq,GSE48968-GPL13112null,full-length,TPM_1_25p,24,2,0.0296695886716116
metagenomeSeq,GSE48968-GPL13112null,full-length,TPM_1_25p,24,3,0.0304871433221222
metagenomeSeq,GSE48968-GPL13112null,full-length,TPM_1_25p,24,4,0.0304513322457858
metagenomeSeq,GSE48968-GPL13112null,full-length,TPM_1_25p,24,5,0.0260313258327818
metagenomeSeq,GSE48968-GPL13112null,full-length,TPM_1_25p,12,1,0.0257968355881679
metagenomeSeq,GSE48968-GPL13112null,full-length,TPM_1_25p,12,2,0.0311298076923077
metagenomeSeq,GSE48968-GPL13112null,full-length,TPM_1_25p,12,3,0.0277936635022304
metagenomeSeq,GSE48968-GPL13112null,full-length,TPM_1_25p,12,4,0.0293813841386434
metagenomeSeq,GSE48968-GPL13112null,full-length,TPM_1_25p,12,5,0.0266499057196732
metagenomeSeq,GSE48968-GPL13112null,full-length,TPM_1_25p,6,1,0.0189606741573034
metagenomeSeq,GSE48968-GPL13112null,full-length,TPM_1_25p,6,2,0.0189460476787955
metagenomeSeq,GSE48968-GPL13112null,full-length,TPM_1_25p,6,3,0.0212289029535865
metagenomeSeq,GSE48968-GPL13112null,full-length,TPM_1_25p,6,4,0.0167776639344262
metagenomeSeq,GSE48968-GPL13112null,full-length,TPM_1_25p,6,5,0.0181011327805676
ttest,GSE48968-GPL13112null,full-length,TPM_1_25p,48,1,0.0369529983792545
ttest,GSE48968-GPL13112null,full-length,TPM_1_25p,24,1,0.0590731070496084
ttest,GSE48968-GPL13112null,full-length,TPM_1_25p,24,2,0.033883192153366
ttest,GSE48968-GPL13112null,full-length,TPM_1_25p,24,3,0.0480268863833478
ttest,GSE48968-GPL13112null,full-length,TPM_1_25p,24,4,0.0394936161004112
ttest,GSE48968-GPL13112null,full-length,TPM_1_25p,24,5,0.0374642935618545
ttest,GSE48968-GPL13112null,full-length,TPM_1_25p,12,1,0.0417476838613748
ttest,GSE48968-GPL13112null,full-length,TPM_1_25p,12,2,0.0475735118336122
ttest,GSE48968-GPL13112null,full-length,TPM_1_25p,12,3,0.0446134635032353
ttest,GSE48968-GPL13112null,full-length,TPM_1_25p,12,4,0.0377294357579878
ttest,GSE48968-GPL13112null,full-length,TPM_1_25p,12,5,0.0841530054644809
ttest,GSE48968-GPL13112null,full-length,TPM_1_25p,6,1,0.0610677083333333
ttest,GSE48968-GPL13112null,full-length,TPM_1_25p,6,2,0.031428919478621
ttest,GSE48968-GPL13112null,full-length,TPM_1_25p,6,3,0.027088897367417
ttest,GSE48968-GPL13112null,full-length,TPM_1_25p,6,4,0.0380669880113707
ttest,GSE48968-GPL13112null,full-length,TPM_1_25p,6,5,0.0303927148548662
monoclecount,GSE48968-GPL13112null,full-length,TPM_1_25p,48,1,0.0934629929767693
monoclecount,GSE48968-GPL13112null,full-length,TPM_1_25p,24,1,0.108681462140992
monoclecount,GSE48968-GPL13112null,full-length,TPM_1_25p,24,2,0.0900579580918413
monoclecount,GSE48968-GPL13112null,full-length,TPM_1_25p,24,3,0.0967042497831743
monoclecount,GSE48968-GPL13112null,full-length,TPM_1_25p,24,4,0.0932698550097382
monoclecount,GSE48968-GPL13112null,full-length,TPM_1_25p,24,5,0.0950340584486926
monoclecount,GSE48968-GPL13112null,full-length,TPM_1_25p,12,1,0.0997369324030653
monoclecount,GSE48968-GPL13112null,full-length,TPM_1_25p,12,2,0.126583791537174
monoclecount,GSE48968-GPL13112null,full-length,TPM_1_25p,12,4,0.107523226829821
monoclecount,GSE48968-GPL13112null,full-length,TPM_1_25p,12,5,0.124468731026108
monoclecount,GSE48968-GPL13112null,full-length,TPM_1_25p,6,3,0.143838229683327
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,TPM_1_25p,48,1,0.0916261480280929
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,TPM_1_25p,24,1,0.100739773716275
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,TPM_1_25p,24,2,0.0889433794025858
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,TPM_1_25p,24,3,0.0919340849956635
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,TPM_1_25p,24,4,0.0847219216619779
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,TPM_1_25p,24,5,0.0819600087892771
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,TPM_1_25p,12,1,0.100423195699417
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,TPM_1_25p,12,2,0.0791298111403299
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,TPM_1_25p,12,3,0.0868430014757634
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,TPM_1_25p,12,4,0.0670745524586449
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,TPM_1_25p,12,5,0.0837887067395264
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,TPM_1_25p,6,1,0.0966145833333333
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,TPM_1_25p,6,2,0.064685101717627
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,TPM_1_25p,6,3,0.0643520284878545
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,TPM_1_25p,6,4,0.0734149054505006
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,TPM_1_25p,6,5,0.0546385885031303
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,TPM_1_25p,48,1,0.08892490545651
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,TPM_1_25p,24,1,0.13272410791993
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,TPM_1_25p,24,2,0.0886090057958092
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,TPM_1_25p,24,3,0.106244579358196
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,TPM_1_25p,24,4,0.080502055832071
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,TPM_1_25p,24,5,0.0993188310261481
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,TPM_1_25p,12,1,0.0956193526249571
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,TPM_1_25p,12,2,0.0941907721730815
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,TPM_1_25p,12,3,0.105800885458054
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,TPM_1_25p,12,4,0.0939270337638795
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,TPM_1_25p,12,5,0.123740133576199
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,TPM_1_25p,6,1,0.12359716479622
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,TPM_1_25p,6,2,0.0901628129703106
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,TPM_1_25p,6,3,0.0832149957398466
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,TPM_1_25p,6,4,0.102787705503931
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,TPM_1_25p,6,5,0.0957208689927584
scDD,GSE48968-GPL13112null,full-length,TPM_1_25p,48,1,0.0315505132360886
scDD,GSE48968-GPL13112null,full-length,TPM_1_25p,24,1,0.0472149695387293
scDD,GSE48968-GPL13112null,full-length,TPM_1_25p,24,2,0.0312082032991529
scDD,GSE48968-GPL13112null,full-length,TPM_1_25p,24,3,0.0313313096270598
scDD,GSE48968-GPL13112null,full-length,TPM_1_25p,24,4,0.0324605063838996
scDD,GSE48968-GPL13112null,full-length,TPM_1_25p,24,5,0.031201933640958
scDD,GSE48968-GPL13112null,full-length,TPM_1_25p,12,1,0.0236365732733771
scDD,GSE48968-GPL13112null,full-length,TPM_1_25p,12,2,0.0220827802582358
scDD,GSE48968-GPL13112null,full-length,TPM_1_25p,12,3,0.0243567753001715
scDD,GSE48968-GPL13112null,full-length,TPM_1_25p,12,4,0.0234757834757835
scDD,GSE48968-GPL13112null,full-length,TPM_1_25p,12,5,0.0322818215293973
scDD,GSE48968-GPL13112null,full-length,TPM_1_25p,6,1,0.0208
scDD,GSE48968-GPL13112null,full-length,TPM_1_25p,6,2,0.0192953020134228
scDD,GSE48968-GPL13112null,full-length,TPM_1_25p,6,3,0.0190659178244162
scDD,GSE48968-GPL13112null,full-length,TPM_1_25p,6,4,0.0202865654702795
scDD,GSE48968-GPL13112null,full-length,TPM_1_25p,6,5,0.0158382693793459
DEsingle,GSE48968-GPL13112null,full-length,TPM_1_25p,48,1,0.194165316045381
DEsingle,GSE48968-GPL13112null,full-length,TPM_1_25p,24,1,0.17993907745866
DEsingle,GSE48968-GPL13112null,full-length,TPM_1_25p,24,2,0.178332590280874
DEsingle,GSE48968-GPL13112null,full-length,TPM_1_25p,24,3,0.136166522116219
DEsingle,GSE48968-GPL13112null,full-length,TPM_1_25p,24,4,0.130166630599437
DEsingle,GSE48968-GPL13112null,full-length,TPM_1_25p,24,5,0.143924412217095
DEsingle,GSE48968-GPL13112null,full-length,TPM_1_25p,12,1,0.108315223607457
DEsingle,GSE48968-GPL13112null,full-length,TPM_1_25p,12,2,0.105426727229261
DEsingle,GSE48968-GPL13112null,full-length,TPM_1_25p,12,3,0.0883187648995346
DEsingle,GSE48968-GPL13112null,full-length,TPM_1_25p,12,4,0.0944935418082937
DEsingle,GSE48968-GPL13112null,full-length,TPM_1_25p,12,5,0.162112932604736
DEsingle,GSE48968-GPL13112null,full-length,TPM_1_25p,6,1,0.14609375
DEsingle,GSE48968-GPL13112null,full-length,TPM_1_25p,6,2,0.125228407845048
DEsingle,GSE48968-GPL13112null,full-length,TPM_1_25p,6,3,0.149815592013227
DEsingle,GSE48968-GPL13112null,full-length,TPM_1_25p,6,4,0.17748115189717
DEsingle,GSE48968-GPL13112null,full-length,TPM_1_25p,6,5,0.174729652817302
zinbwaveedgeR,GSE48968-GPL13112null,full-length,TPM_1_25p,48,1,0.118746623446786
zinbwaveedgeR,GSE48968-GPL13112null,full-length,TPM_1_25p,24,1,0.151871192341166
zinbwaveedgeR,GSE48968-GPL13112null,full-length,TPM_1_25p,24,2,0.109563085153812
zinbwaveedgeR,GSE48968-GPL13112null,full-length,TPM_1_25p,24,3,0.122398091934085
zinbwaveedgeR,GSE48968-GPL13112null,full-length,TPM_1_25p,24,4,0.107552477818654
zinbwaveedgeR,GSE48968-GPL13112null,full-length,TPM_1_25p,24,5,0.120413096022852
zinbwaveedgeR,GSE48968-GPL13112null,full-length,TPM_1_25p,12,1,0.0961912387052499
zinbwaveedgeR,GSE48968-GPL13112null,full-length,TPM_1_25p,12,2,0.107697824527851
zinbwaveedgeR,GSE48968-GPL13112null,full-length,TPM_1_25p,12,3,0.0938812578045181
zinbwaveedgeR,GSE48968-GPL13112null,full-length,TPM_1_25p,12,4,0.0991389077724904
zinbwaveedgeR,GSE48968-GPL13112null,full-length,TPM_1_25p,12,5,0.117061323618701
zinbwaveedgeR,GSE48968-GPL13112null,full-length,TPM_1_25p,6,1,0.108333333333333
zinbwaveedgeR,GSE48968-GPL13112null,full-length,TPM_1_25p,6,2,0.0900231453282982
zinbwaveedgeR,GSE48968-GPL13112null,full-length,TPM_1_25p,6,3,0.0886430115731909
zinbwaveedgeR,GSE48968-GPL13112null,full-length,TPM_1_25p,6,4,0.0883697935978248
zinbwaveedgeR,GSE48968-GPL13112null,full-length,TPM_1_25p,6,5,0.0991462720546386
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,TPM_1_25p,48,1,0.107725947521866
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,TPM_1_25p,24,1,0.184862510209638
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,TPM_1_25p,24,2,0.109592784913911
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,TPM_1_25p,24,3,0.135706914344685
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,TPM_1_25p,24,4,0.11369610935857
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,TPM_1_25p,24,5,0.120327267597687
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,TPM_1_25p,12,1,0.111744583808438
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,TPM_1_25p,12,2,0.117019445878506
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,TPM_1_25p,12,3,0.115939625145132
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,TPM_1_25p,12,4,0.131760552078318
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,TPM_1_25p,12,5,0.134625367710677
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,TPM_1_25p,6,1,0.147235665053527
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,TPM_1_25p,6,2,0.125436475960247
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,TPM_1_25p,6,3,0.108537946428571
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,TPM_1_25p,6,4,0.130261660978385
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,TPM_1_25p,6,5,0.116771461568074
DESeq2LRT,GSE48968-GPL13112null,full-length,TPM_1_25p,48,1,0.101242571582928
DESeq2LRT,GSE48968-GPL13112null,full-length,TPM_1_25p,24,1,0.134138381201044
DESeq2LRT,GSE48968-GPL13112null,full-length,TPM_1_25p,24,2,0.0931787784217566
DESeq2LRT,GSE48968-GPL13112null,full-length,TPM_1_25p,24,3,0.107653946227233
DESeq2LRT,GSE48968-GPL13112null,full-length,TPM_1_25p,24,4,0.0892663925557239
DESeq2LRT,GSE48968-GPL13112null,full-length,TPM_1_25p,24,5,0.103493737640079
DESeq2LRT,GSE48968-GPL13112null,full-length,TPM_1_25p,12,1,0.0890998513096191
DESeq2LRT,GSE48968-GPL13112null,full-length,TPM_1_25p,12,2,0.0874970117140808
DESeq2LRT,GSE48968-GPL13112null,full-length,TPM_1_25p,12,3,0.102395277557044
DESeq2LRT,GSE48968-GPL13112null,full-length,TPM_1_25p,12,4,0.0909811919329254
DESeq2LRT,GSE48968-GPL13112null,full-length,TPM_1_25p,12,5,0.119489981785064
DESeq2LRT,GSE48968-GPL13112null,full-length,TPM_1_25p,6,1,0.103219137625517
DESeq2LRT,GSE48968-GPL13112null,full-length,TPM_1_25p,6,2,0.0740183335613627
DESeq2LRT,GSE48968-GPL13112null,full-length,TPM_1_25p,6,3,0.0708605509798353
DESeq2LRT,GSE48968-GPL13112null,full-length,TPM_1_25p,6,4,0.081915654038599
DESeq2LRT,GSE48968-GPL13112null,full-length,TPM_1_25p,6,5,0.0796576695194207
logregLRT,GSE48968-GPL13112null,full-length,TPM_1_25p,48,1,0.0366288492706645
logregLRT,GSE48968-GPL13112null,full-length,TPM_1_25p,24,1,0.0681026979982594
logregLRT,GSE48968-GPL13112null,full-length,TPM_1_25p,24,2,0.0378956754346857
logregLRT,GSE48968-GPL13112null,full-length,TPM_1_25p,24,3,0.0573503902862099
logregLRT,GSE48968-GPL13112null,full-length,TPM_1_25p,24,4,0.0440380869941571
logregLRT,GSE48968-GPL13112null,full-length,TPM_1_25p,24,5,0.0440562513733245
