method,dataset,dtype,filt,ncells_fact,repl,thr,TPR,FDR,AUROC,fracNA,fdrcontrol
ROTSvoom,GSE74596sim123,full-length,,44,1,thr0.05,0.490252020922492,0.0255198487712665,0.90619396402684,0,low FDP
SAMseq,GSE74596sim123,full-length,,44,1,thr0.05,0.375178316690442,0.0401459854014599,0.856539479550747,0.164170506912442,in range
scDD,GSE74596sim123,full-length,,44,1,thr0.05,0.112220637184974,0.0166666666666667,0.51171405491348,0.218029953917051,low FDP
SCDE,GSE74596sim123,full-length,,44,1,thr0.05,0.56490727532097,0.0325732899022801,0.916621670955255,0,low FDP
SeuratBimod,GSE74596sim123,full-length,,44,1,thr0.05,0.318592486923443,0.414335664335664,0.64308689545891,0.903033794162826,high FDP
SeuratBimodIsExpr2,GSE74596sim123,full-length,,44,1,thr0.05,0.140275796481217,0.134897360703812,0.564569068029834,0.970382104454685,in range
SeuratBimodnofilt,GSE74596sim123,full-length,,44,1,thr0.05,0.784593437945792,0.620863970588235,0.889578086848616,0,high FDP
SeuratTobit,GSE74596sim123,full-length,,44,1,thr0.05,0.130290061816453,0.017921146953405,0.553942031813625,0.387912826420891,in range
ttest,GSE74596sim123,full-length,,44,1,thr0.05,0.436519258202568,0.0181818181818182,0.917957197494702,0,low FDP
voomlimma,GSE74596sim123,full-length,,44,1,thr0.05,0.599144079885877,0.159439626417612,0.900412386425023,0,in range
Wilcoxon,GSE74596sim123,full-length,,44,1,thr0.05,0.48454588682834,0.0248803827751196,0.884311474976558,0,low FDP
zinbwaveDESeq2,GSE74596sim123,full-length,,44,1,thr0.05,0.563956252971945,0.136198106336489,0.734019921300603,0.494623655913978,high FDP
zinbwaveedgeR,GSE74596sim123,full-length,,44,1,thr0.05,0.5886828340466,0.0781831720029784,0.927948568524501,0.0775729646697389,low FDP
BPSC,GSE74596sim123,full-length,,22,1,thr0.05,0.322206095791001,0.436071126164268,0.545847960839101,0.0641769041769042,high FDP
D3E,GSE74596sim123,full-length,,22,1,thr0.05,0.218190614417029,0.0195652173913043,0.796435793204624,0.0026044226044226,low FDP
DESeq2,GSE74596sim123,full-length,,22,1,thr0.05,0.367682631833575,0.24901185770751,0.799406305121481,0.337444717444717,high FDP
DESeq2betapFALSE,GSE74596sim123,full-length,,22,1,thr0.05,0.403483309143687,0.298570227081581,0.816339110825999,0.336511056511057,high FDP
DESeq2census,GSE74596sim123,full-length,,22,1,thr0.05,0.0953072085147557,0.120535714285714,0.601521459060012,0.852530712530713,in range
DESeq2LRT,GSE74596sim123,full-length,,22,1,thr0.05,0.354136429608128,0.159586681974742,0.827884874375118,0.298132678132678,in range
DESeq2nofilt,GSE74596sim123,full-length,,22,1,thr0.05,0.425253991291727,0.139079333986288,0.887355100601967,0,in range
DEsingle,GSE74596sim123,full-length,,22,1,thr0.05,0.312046444121916,0.101671309192201,0.865175656686793,0,in range
edgeRLRT,GSE74596sim123,full-length,,22,1,thr0.05,0.595549104983067,0.227244193345888,0.91665784842042,0,high FDP
edgeRLRTcensus,GSE74596sim123,full-length,,22,1,thr0.05,0.210933720367683,0.155038759689922,0.808842516600729,0,in range
edgeRLRTdeconv,GSE74596sim123,full-length,,22,1,thr0.05,0.594581519109821,0.227044025157233,0.91674173091285,0,high FDP
edgeRLRTrobust,GSE74596sim123,full-length,,22,1,thr0.05,0.520561199806483,0.268524813052345,0.869391215005091,0,high FDP
edgeRQLF,GSE74596sim123,full-length,,22,1,thr0.05,0.747943880019352,0.558411882319337,0.90084970318696,0,high FDP
edgeRQLFDetRate,GSE74596sim123,full-length,,22,1,thr0.05,0.71988388969521,0.542435424354244,0.887905258614619,0,high FDP
limmatrend,GSE74596sim123,full-length,,22,1,thr0.05,0.215287856797291,0.0133037694013304,0.863850591150619,0,low FDP
logregLRT,GSE74596sim123,full-length,,22,1,thr0.05,0.361393323657475,0.0520304568527919,0.864791384902861,0,in range
MASTcpm,GSE74596sim123,full-length,,22,1,thr0.05,0.339622641509434,0.0871261378413524,0.860705090299238,0,in range
MASTcpmDetRate,GSE74596sim123,full-length,,22,1,thr0.05,0.343009192065796,0.120347394540943,0.854046765309832,0,in range
MASTtpm,GSE74596sim123,full-length,,22,1,thr0.05,0.337203676826318,0.0994832041343669,0.861618774394226,0,in range
MASTtpmDetRate,GSE74596sim123,full-length,,22,1,thr0.05,0.341074020319303,0.124223602484472,0.854409047708525,0,in range
metagenomeSeq,GSE74596sim123,full-length,,22,1,thr0.05,0.0759554910498307,0.122905027932961,0.50158535264557,0.255036855036855,in range
monocle,GSE74596sim123,full-length,,22,1,thr0.05,0.0865989356555394,0.50958904109589,0.494937082970714,0,high FDP
monoclecensus,GSE74596sim123,full-length,,22,1,thr0.05,0.163038219641993,0.191846522781775,0.678709771365698,0,in range
NODES,GSE74596sim123,full-length,,22,1,thr0.05,0.200774068698597,0.151329243353783,0.845500766704504,0.0925798525798526,high FDP
ROTScpm,GSE74596sim123,full-length,,22,1,thr0.05,0.155781325592646,0.0529411764705882,0.874857151687675,0,low FDP
ROTStpm,GSE74596sim123,full-length,,22,1,thr0.05,0.143686502177068,0.0480769230769231,0.870374545384014,0,in range
ROTSvoom,GSE74596sim123,full-length,,22,1,thr0.05,0.276245766811805,0.0322033898305085,0.838230761054211,0,low FDP
SAMseq,GSE74596sim123,full-length,,22,1,thr0.05,0.204160619254959,0.0430839002267574,0.795685230126855,0.150565110565111,in range
scDD,GSE74596sim123,full-length,,22,1,thr0.05,0.0299951620706338,0.0158730158730159,0.499360415841238,0.33960687960688,low FDP
SCDE,GSE74596sim123,full-length,,22,1,thr0.05,0.220609579100145,0.051975051975052,0.851420727300372,0,low FDP
SeuratBimod,GSE74596sim123,full-length,,22,1,thr0.05,0.290275761973875,0.512987012987013,0.62155445054705,0.863685503685504,high FDP
SeuratBimodIsExpr2,GSE74596sim123,full-length,,22,1,thr0.05,0.128205128205128,0.171875,0.557162438922895,0.962751842751843,in range
SeuratBimodnofilt,GSE74596sim123,full-length,,22,1,thr0.05,0.591194968553459,0.652248150256118,0.816313483004574,0,high FDP
SeuratTobit,GSE74596sim123,full-length,,22,1,thr0.05,0.0179003386550556,0.0263157894736842,0.52233694189465,0.362407862407862,in range
ttest,GSE74596sim123,full-length,,22,1,thr0.05,0.16255442670537,0.0029673590504451,0.862772661430864,0,low FDP
voomlimma,GSE74596sim123,full-length,,22,1,thr0.05,0.385099177552008,0.192697768762677,0.833991334594534,0,in range
Wilcoxon,GSE74596sim123,full-length,,22,1,thr0.05,0.261248185776488,0.0217391304347826,0.827162505870121,0,low FDP
zinbwaveDESeq2,GSE74596sim123,full-length,,22,1,thr0.05,0.328979196903725,0.151061173533084,0.625203510966551,0.675135135135135,high FDP
zinbwaveedgeR,GSE74596sim123,full-length,,22,1,thr0.05,0.31736816642477,0.0492753623188406,0.87784639824322,0.096953316953317,low FDP
BPSC,GSE74596sim123,full-length,,22,2,thr0.05,0.311357074109721,0.443201376936317,0.527714786009447,0.0672409549593896,high FDP
D3E,GSE74596sim123,full-length,,22,2,thr0.05,0.213666987487969,0.0220264317180617,0.791499665694598,0.0024612355402412,low FDP
DESeq2,GSE74596sim123,full-length,,22,2,thr0.05,0.36669874879692,0.293790546802595,0.783178036612682,0.338026089096727,high FDP
DESeq2betapFALSE,GSE74596sim123,full-length,,22,2,thr0.05,0.40567853705486,0.335697399527187,0.803444044917516,0.337287718434654,high FDP
DESeq2census,GSE74596sim123,full-length,,22,2,thr0.05,0.0943214629451396,0.100917431192661,0.597076889925889,0.863007629830175,in range
DESeq2LRT,GSE74596sim123,full-length,,22,2,thr0.05,0.359480269489894,0.207006369426752,0.814875302686376,0.318139305931578,in range
DESeq2nofilt,GSE74596sim123,full-length,,22,2,thr0.05,0.423965351299326,0.164136622390892,0.877452067719419,0,in range
DEsingle,GSE74596sim123,full-length,,22,2,thr0.05,0.292589027911453,0.1071953010279,0.853191520184747,0,in range
edgeRLRT,GSE74596sim123,full-length,,22,2,thr0.05,0.612127045235804,0.231884057971014,0.910793180138127,0,high FDP
edgeRLRTcensus,GSE74596sim123,full-length,,22,2,thr0.05,0.213185755534167,0.167293233082707,0.801212175714656,0,in range
edgeRLRTdeconv,GSE74596sim123,full-length,,22,2,thr0.05,0.607795957651588,0.22846670739157,0.911415269479075,0,high FDP
edgeRLRTrobust,GSE74596sim123,full-length,,22,2,thr0.05,0.522617901828681,0.28973185088293,0.862030624686416,0,high FDP
edgeRQLF,GSE74596sim123,full-length,,22,2,thr0.05,0.74157844080847,0.563826776110954,0.895211629912071,0,high FDP
edgeRQLFDetRate,GSE74596sim123,full-length,,22,2,thr0.05,0.717998075072185,0.559622195985832,0.880490264981297,0,high FDP
limmatrend,GSE74596sim123,full-length,,22,2,thr0.05,0.207892204042348,0.0335570469798658,0.862502502210891,0,low FDP
logregLRT,GSE74596sim123,full-length,,22,2,thr0.05,0.361886429258903,0.0727496917385943,0.864850595910133,0,in range
MASTcpm,GSE74596sim123,full-length,,22,2,thr0.05,0.335899903753609,0.0981912144702842,0.852229478479878,0,in range
MASTcpmDetRate,GSE74596sim123,full-length,,22,2,thr0.05,0.342637151106834,0.139056831922612,0.84639813306173,0,in range
MASTtpm,GSE74596sim123,full-length,,22,2,thr0.05,0.334456207892204,0.106683804627249,0.852684481088827,0,in range
MASTtpmDetRate,GSE74596sim123,full-length,,22,2,thr0.05,0.34456207892204,0.149643705463183,0.847234120862816,0,in range
metagenomeSeq,GSE74596sim123,full-length,,22,2,thr0.05,0.0794032723772859,0.145077720207254,0.502650140173946,0.252867339404381,in range
monocle,GSE74596sim123,full-length,,22,2,thr0.05,0.0986525505293551,0.501216545012166,0.49586039454951,0,high FDP
monoclecensus,GSE74596sim123,full-length,,22,2,thr0.05,0.170837343599615,0.202247191011236,0.670282226167355,0,in range
NODES,GSE74596sim123,full-length,,22,2,thr0.05,0.225216554379211,0.156756756756757,0.843809621293119,0.0804331774550825,high FDP
ROTScpm,GSE74596sim123,full-length,,22,2,thr0.05,0.141963426371511,0.0327868852459016,0.865470363136044,0,low FDP
ROTStpm,GSE74596sim123,full-length,,22,2,thr0.05,0.133782483156882,0.0446735395189003,0.862790114629626,0,in range
ROTSvoom,GSE74596sim123,full-length,,22,2,thr0.05,0.269008662175168,0.0493197278911565,0.851765913071729,0,low FDP
SAMseq,GSE74596sim123,full-length,,22,2,thr0.05,0.199230028873917,0.0482758620689655,0.800528339223853,0.0338173763229141,in range
scDD,GSE74596sim123,full-length,,22,2,thr0.05,0.0293551491819057,0,0.491928130222945,0.339699729264091,low FDP
SCDE,GSE74596sim123,full-length,,22,2,thr0.05,0.223772858517806,0.0792079207920792,0.838616804734877,0,low FDP
SeuratBimod,GSE74596sim123,full-length,,22,2,thr0.05,0.281039461020212,0.517355371900826,0.616333503850463,0.865567314792026,high FDP
SeuratBimodIsExpr2,GSE74596sim123,full-length,,22,2,thr0.05,0.132338787295476,0.181547619047619,0.559380017450694,0.96367216342604,in range
SeuratBimodnofilt,GSE74596sim123,full-length,,22,2,thr0.05,0.587102983638114,0.65759191692394,0.816641403110568,0,high FDP
SeuratTobit,GSE74596sim123,full-length,,22,2,thr0.05,0.0255052935514918,0.0701754385964912,0.526662445694833,0.363426039872016,in range
ttest,GSE74596sim123,full-length,,22,2,thr0.05,0.162175168431184,0.0260115606936416,0.859802357400631,0,low FDP
voomlimma,GSE74596sim123,full-length,,22,2,thr0.05,0.381616939364774,0.25047258979206,0.833632780622457,0,in range
Wilcoxon,GSE74596sim123,full-length,,22,2,thr0.05,0.256496631376323,0.0238095238095238,0.832495472007616,0,low FDP
zinbwaveDESeq2,GSE74596sim123,full-length,,22,2,thr0.05,0.323387872954764,0.182481751824818,0.623901184400052,0.671178931823776,high FDP
zinbwaveedgeR,GSE74596sim123,full-length,,22,2,thr0.05,0.320981713185756,0.0592383638928068,0.870983895446137,0.0581343834604972,low FDP
BPSC,GSE74596sim123,full-length,,22,3,thr0.05,0.326254826254826,0.416738567730802,0.536029628408849,0.0708335387193769,high FDP
D3E,GSE74596sim123,full-length,,22,3,thr0.05,0.222490347490347,0.014957264957265,0.798685610633181,0.00152807216444028,low FDP
DESeq2,GSE74596sim123,full-length,,22,3,thr0.05,0.364864864864865,0.255905511811024,0.793275700899912,0.33878838665155,high FDP
DESeq2betapFALSE,GSE74596sim123,full-length,,22,3,thr0.05,0.403474903474904,0.298068849706129,0.806413315005135,0.337950411593631,high FDP
DESeq2census,GSE74596sim123,full-length,,22,3,thr0.05,0.0897683397683398,0.0970873786407767,0.594726597897062,0.834278109133928,in range
DESeq2LRT,GSE74596sim123,full-length,,22,3,thr0.05,0.347972972972973,0.164542294322132,0.816255337628519,0.299699314832159,in range
DESeq2nofilt,GSE74596sim123,full-length,,22,3,thr0.05,0.422297297297297,0.137931034482759,0.886688545335265,0,in range
DEsingle,GSE74596sim123,full-length,,22,3,thr0.05,0.297779922779923,0.0966325036603221,0.859761474642754,0,in range
edgeRLRT,GSE74596sim123,full-length,,22,3,thr0.05,0.596525096525097,0.234200743494424,0.915203948016877,0,high FDP
edgeRLRTcensus,GSE74596sim123,full-length,,22,3,thr0.05,0.221042471042471,0.171790235081374,0.805513721242516,0,in range
edgeRLRTdeconv,GSE74596sim123,full-length,,22,3,thr0.05,0.597490347490347,0.232009925558313,0.915945890304249,0,high FDP
edgeRLRTrobust,GSE74596sim123,full-length,,22,3,thr0.05,0.517857142857143,0.272048846675712,0.865784052453693,0,high FDP
edgeRQLF,GSE74596sim123,full-length,,22,3,thr0.05,0.756756756756757,0.552383671139024,0.899909953186785,0,high FDP
edgeRQLFDetRate,GSE74596sim123,full-length,,22,3,thr0.05,0.733590733590734,0.539951573849879,0.889387074910682,0,high FDP
limmatrend,GSE74596sim123,full-length,,22,3,thr0.05,0.218629343629344,0.0130718954248366,0.865299916696431,0,low FDP
logregLRT,GSE74596sim123,full-length,,22,3,thr0.05,0.362934362934363,0.0481012658227848,0.868114022025633,0,in range
MASTcpm,GSE74596sim123,full-length,,22,3,thr0.05,0.342664092664093,0.0885750962772786,0.862636441390216,0,in range
MASTcpmDetRate,GSE74596sim123,full-length,,22,3,thr0.05,0.349903474903475,0.112607099143207,0.854797387383855,0,in range
MASTtpm,GSE74596sim123,full-length,,22,3,thr0.05,0.341698841698842,0.0911424903722722,0.863070234659584,0,in range
MASTtpmDetRate,GSE74596sim123,full-length,,22,3,thr0.05,0.345559845559846,0.11495673671199,0.855759114374953,0,in range
metagenomeSeq,GSE74596sim123,full-length,,22,3,thr0.05,0.0791505791505791,0.158974358974359,0.503232954828481,0.25987085325578,in range
monocle,GSE74596sim123,full-length,,22,3,thr0.05,0.0892857142857143,0.493150684931507,0.494593852705299,0,high FDP
monoclecensus,GSE74596sim123,full-length,,22,3,thr0.05,0.168436293436293,0.206818181818182,0.670933996229083,0,in range
NODES,GSE74596sim123,full-length,,22,3,thr0.05,0.213803088803089,0.149712092130518,0.847676627943578,0.0867550648198354,high FDP
ROTScpm,GSE74596sim123,full-length,,22,3,thr0.05,0.148648648648649,0.0638297872340425,0.868578987893427,0,low FDP
ROTStpm,GSE74596sim123,full-length,,22,3,thr0.05,0.116312741312741,0.0694980694980695,0.860679549397639,0,in range
ROTSvoom,GSE74596sim123,full-length,,22,3,thr0.05,0.285714285714286,0.0295081967213115,0.854777462357067,0,low FDP
SAMseq,GSE74596sim123,full-length,,22,3,thr0.05,0.211389961389961,0.0352422907488987,0.801722269502945,0.160348991965298,in range
scDD,GSE74596sim123,full-length,,22,3,thr0.05,0.0361969111969112,0,0.489152054980356,0.347118844580273,low FDP
SCDE,GSE74596sim123,full-length,,22,3,thr0.05,0.224903474903475,0.0431211498973306,0.84355424058622,0,low FDP
SeuratBimod,GSE74596sim123,full-length,,22,3,thr0.05,0.284749034749035,0.528753993610224,0.61947936328941,0.861487652191058,high FDP
SeuratBimodIsExpr2,GSE74596sim123,full-length,,22,3,thr0.05,0.128861003861004,0.226086956521739,0.556462597651179,0.963326268053433,in range
SeuratBimodnofilt,GSE74596sim123,full-length,,22,3,thr0.05,0.591216216216216,0.649198167239404,0.817854917189257,0,high FDP
SeuratTobit,GSE74596sim123,full-length,,22,3,thr0.05,0.0178571428571429,0.075,0.523586276955753,0.366145807660078,in range
ttest,GSE74596sim123,full-length,,22,3,thr0.05,0.163127413127413,0.00879765395894428,0.86361948445053,0,low FDP
voomlimma,GSE74596sim123,full-length,,22,3,thr0.05,0.374034749034749,0.144591611479029,0.848897857211747,0,in range
Wilcoxon,GSE74596sim123,full-length,,22,3,thr0.05,0.261100386100386,0.0073394495412844,0.837554555359249,0,low FDP
zinbwaveDESeq2,GSE74596sim123,full-length,,22,3,thr0.05,0.329150579150579,0.144291091593476,0.621099609766231,0.656183763000937,high FDP
zinbwaveedgeR,GSE74596sim123,full-length,,22,3,thr0.05,0.331563706563707,0.0550206327372765,0.873880502301447,0.0969586434662592,low FDP
BPSC,GSE74596sim123,full-length,,22,4,thr0.05,0.313310908217203,0.426561125769569,0.533134423331879,0.0674118573961001,high FDP
D3E,GSE74596sim123,full-length,,22,4,thr0.05,0.207111965401249,0.0159817351598174,0.788001714825636,0.00201890880441205,low FDP
DESeq2,GSE74596sim123,full-length,,22,4,thr0.05,0.355117731859683,0.248219735503561,0.789439730736204,0.338585779003348,high FDP
DESeq2betapFALSE,GSE74596sim123,full-length,,22,4,thr0.05,0.393560788082653,0.282837127845884,0.804975071833567,0.318248965924759,high FDP
DESeq2census,GSE74596sim123,full-length,,22,4,thr0.05,0.0888995675156175,0.106280193236715,0.595677194118794,0.872217845184164,in range
DESeq2LRT,GSE74596sim123,full-length,,22,4,thr0.05,0.341182123978856,0.153754469606675,0.818267831013694,0.318248965924759,in range
DESeq2nofilt,GSE74596sim123,full-length,,22,4,thr0.05,0.404132628543969,0.140960163432074,0.878577141857266,0,in range
DEsingle,GSE74596sim123,full-length,,22,4,thr0.05,0.287361845266699,0.0953101361573374,0.853575815084618,0,in range
edgeRLRT,GSE74596sim123,full-length,,22,4,thr0.05,0.590581451225372,0.222643896268185,0.909934441217275,0,high FDP
edgeRLRTcensus,GSE74596sim123,full-length,,22,4,thr0.05,0.210475732820759,0.165714285714286,0.801706557858215,0,in range
edgeRLRTdeconv,GSE74596sim123,full-length,,22,4,thr0.05,0.590581451225372,0.222643896268185,0.910706012569816,0,high FDP
edgeRLRTrobust,GSE74596sim123,full-length,,22,4,thr0.05,0.496876501681884,0.253968253968254,0.862377478510831,0,high FDP
edgeRQLF,GSE74596sim123,full-length,,22,4,thr0.05,0.740509370494954,0.55397973950796,0.895616343170978,0,high FDP
edgeRQLFDetRate,GSE74596sim123,full-length,,22,4,thr0.05,0.709754925516579,0.549969530773918,0.885755753032523,0,high FDP
limmatrend,GSE74596sim123,full-length,,22,4,thr0.05,0.214800576645843,0.0175824175824176,0.861669840067806,0,low FDP
logregLRT,GSE74596sim123,full-length,,22,4,thr0.05,0.359923113887554,0.0506970849176172,0.863428548725327,0,in range
MASTcpm,GSE74596sim123,full-length,,22,4,thr0.05,0.336857280153772,0.0907911802853437,0.854027945984311,0,in range
MASTcpmDetRate,GSE74596sim123,full-length,,22,4,thr0.05,0.326765977895243,0.114583333333333,0.848777524995988,0,in range
MASTtpm,GSE74596sim123,full-length,,22,4,thr0.05,0.335896203748198,0.0886571056062582,0.855659408378828,0,in range
MASTtpmDetRate,GSE74596sim123,full-length,,22,4,thr0.05,0.326285439692456,0.118181818181818,0.85037901142427,0,in range
metagenomeSeq,GSE74596sim123,full-length,,22,4,thr0.05,0.0768861124459395,0.120879120879121,0.498230033877587,0.25901122710262,in range
monocle,GSE74596sim123,full-length,,22,4,thr0.05,0.0884190293128304,0.488888888888889,0.492206367417237,0,high FDP
monoclecensus,GSE74596sim123,full-length,,22,4,thr0.05,0.165785679961557,0.206896551724138,0.673250354656281,0,in range
NODES,GSE74596sim123,full-length,,22,4,thr0.05,0.193176357520423,0.15546218487395,0.830389141560828,0.0951841638763049,high FDP
ROTScpm,GSE74596sim123,full-length,,22,4,thr0.05,0.134070158577607,0.0379310344827586,0.866521517431393,0,low FDP
ROTStpm,GSE74596sim123,full-length,,22,4,thr0.05,0.134070158577607,0.0510204081632653,0.861120649784037,0,in range
ROTSvoom,GSE74596sim123,full-length,,22,4,thr0.05,0.262373858721768,0.0471204188481675,0.836274264747154,0,low FDP
SAMseq,GSE74596sim123,full-length,,22,4,thr0.05,0.199903892359443,0.0630630630630631,0.798623264771857,0.129751821942092,in range
scDD,GSE74596sim123,full-length,,22,4,thr0.05,0.0326765977895243,0,0.486650281211209,0.345184163876305,low FDP
SCDE,GSE74596sim123,full-length,,22,4,thr0.05,0.221047573282076,0.0416666666666667,0.83602356864959,0,low FDP
SeuratBimod,GSE74596sim123,full-length,,22,4,thr0.05,0.284959154252763,0.508291873963516,0.617185595812666,0.861433917667914,high FDP
SeuratBimodIsExpr2,GSE74596sim123,full-length,,22,4,thr0.05,0.125420470927439,0.181818181818182,0.55473857938755,0.962083907819579,in range
SeuratBimodnofilt,GSE74596sim123,full-length,,22,4,thr0.05,0.579529072561269,0.650232018561485,0.809710325391618,0,high FDP
SeuratTobit,GSE74596sim123,full-length,,22,4,thr0.05,0.0168188370975493,0.102564102564103,0.517866980898455,0.362861926334449,in range
ttest,GSE74596sim123,full-length,,22,4,thr0.05,0.156174915905815,0.00306748466257669,0.860029743434993,0,low FDP
