method,dataset,dtype,filt,ncells_fact,repl,thr,TPR,FDR,AUROC,fracNA,fdrcontrol
monocle,GSE74596sim123,full-length,,6,5,thr0.05,0.0442430703624733,0.81917211328976,0.467633225370921,0,high FDP
NODES,GSE74596sim123,full-length,,6,5,thr0.05,0.00746268656716418,0.125,0.649128777538631,0.107084575994598,high FDP
ROTScpm,GSE74596sim123,full-length,,6,5,thr0.05,0.00159914712153518,0,0.622029580448989,0,low FDP
ROTStpm,GSE74596sim123,full-length,,6,5,thr0.05,0.00266524520255864,0,0.623455012941404,0,in range
ROTSvoom,GSE74596sim123,full-length,,6,5,thr0.05,0.00746268656716418,0,0.717275936633732,0,low FDP
SAMseq,GSE74596sim123,full-length,,6,5,thr0.05,0,0,0.677533282448585,0.150863766811097,in range
scDD,GSE74596sim123,full-length,,6,5,thr0.05,0,0,0.478538681016345,0.678014743120815,low FDP
SCDE,GSE74596sim123,full-length,,6,5,thr0.05,0.00426439232409382,0,0.662813684017785,0,low FDP
SeuratBimod,GSE74596sim123,full-length,,6,5,thr0.05,0.160980810234542,0.741438356164384,0.556958780000148,0.790782735918069,high FDP
SeuratBimodIsExpr2,GSE74596sim123,full-length,,6,5,thr0.05,0.0287846481876333,0.0847457627118644,0.510862546790605,0.983174835405998,in range
SeuratBimodnofilt,GSE74596sim123,full-length,,6,5,thr0.05,0.197228144989339,0.765377298668358,0.65566549470774,0,high FDP
SeuratTobit,GSE74596sim123,full-length,,6,5,thr0.05,0.00106609808102345,0.333333333333333,0.486432552109358,0.421023015024478,in range
ttest,GSE74596sim123,full-length,,6,5,thr0.05,0.00426439232409382,0,0.716977519717281,0,low FDP
voomlimma,GSE74596sim123,full-length,,6,5,thr0.05,0.0149253731343284,0.2,0.722361683918519,0,in range
Wilcoxon,GSE74596sim123,full-length,,6,5,thr0.05,0,0,0.706944778869326,0,low FDP
zinbwaveDESeq2,GSE74596sim123,full-length,,6,5,thr0.05,0.102878464818763,0.496083550913838,0.623344227945788,0.580496314219796,high FDP
zinbwaveedgeR,GSE74596sim123,full-length,,6,5,thr0.05,0.017590618336887,0,0.713337812577342,0.930561026391312,low FDP
BPSC,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.740277777777778,0.168486739469579,0.876722920070806,0.00469094922737307,high FDP
D3E,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.520833333333333,0.0506329113924051,0.903737425959967,0,low FDP
DESeq2,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.825,0.148997134670487,0.962835946010349,0,high FDP
DESeq2betapFALSE,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.831944444444444,0.157524613220816,0.962887220860566,0,high FDP
DESeq2census,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.415277777777778,0.059748427672956,0.799961916190087,0.484547461368653,in range
DESeq2LRT,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.802777777777778,0.122913505311077,0.962712120438453,0,high FDP
DESeq2nofilt,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.830555555555556,0.0953101361573374,0.968760212418301,0,high FDP
DEsingle,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.722222222222222,0.0476190476190476,0.957591869212963,0,in range
edgeRLRT,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.808333333333333,0.0643086816720257,0.969802517361111,0,high FDP
edgeRLRTcensus,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.7625,0.185459940652819,0.95744591673475,0,in range
edgeRLRTdeconv,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.808333333333333,0.0702875399361022,0.970271224809368,0,high FDP
edgeRLRTrobust,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.819444444444444,0.272503082614057,0.945697380514706,0,high FDP
edgeRQLF,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.790277777777778,0.0792880258899676,0.970047828159041,0,in range
edgeRQLFDetRate,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.773611111111111,0.0808580858085809,0.968715958605665,0,in range
limmatrend,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.604166666666667,0.0311804008908686,0.936825129357298,0,low FDP
logregLRT,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.611111111111111,0.032967032967033,0.935355604915577,0,in range
MASTcpm,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.583333333333333,0.0519187358916479,0.929639203771786,0,low FDP
MASTcpmDetRate,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.594444444444444,0.0530973451327434,0.928927951388889,0,low FDP
MASTtpm,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.581944444444444,0.0455580865603645,0.932805691721133,0,low FDP
MASTtpmDetRate,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.588888888888889,0.0407239819004525,0.932001676538671,0,low FDP
metagenomeSeq,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.431944444444444,0.0575757575757576,0.821813512731482,0.011037527593819,in range
monocle,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.451388888888889,0.0356083086053412,0.818188316993464,0,high FDP
monoclecensus,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.670833333333333,0.117001828153565,0.911679070499728,0,in range
NODES,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.647222222222222,0.0951456310679612,0.936543649577887,0,high FDP
ROTScpm,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.513888888888889,0.0488431876606684,0.957733140999455,0,low FDP
ROTStpm,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.506944444444444,0.041994750656168,0.958630238119553,0,in range
ROTSvoom,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.555555555555556,0.0220048899755501,0.922664760348584,0,low FDP
SAMseq,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.523611111111111,0.0431472081218274,0.902311410675381,0.121412803532009,in range
scDD,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.359722222222222,0.044280442804428,0.825541151790577,0.0092439293598234,low FDP
SCDE,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.609722222222222,0.00453514739229025,0.965041615604575,0,low FDP
SeuratBimod,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.713888888888889,0.414578587699317,0.842560891544118,0.762555187637969,high FDP
SeuratBimodIsExpr2,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.398611111111111,0.140718562874251,0.688238911015795,0.911837748344371,in range
SeuratBimodnofilt,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.9125,0.504524886877828,0.961460248161765,0,high FDP
SeuratTobit,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.394444444444444,0.0240549828178694,0.814206963167211,0.193846578366446,in range
ttest,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.623611111111111,0.0302375809935205,0.940731379357298,0,low FDP
voomlimma,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.561111111111111,0.0311750599520384,0.923997906454248,0,in range
Wilcoxon,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.504166666666667,0.0241935483870968,0.904067201967593,0,low FDP
zinbwaveDESeq2,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.7875,0.127692307692308,0.892779820261438,0.167080573951435,high FDP
zinbwaveedgeR,GSE74596sim123,full-length,TPM_1_25p,44,1,thr0.05,0.823611111111111,0.0763239875389408,0.969960171568627,0,in range
BPSC,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.626062322946176,0.26578073089701,0.84627924443589,0.00474396539695828,high FDP
D3E,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.31728045325779,0.0260869565217391,0.839643110350927,0.000139528394028185,low FDP
DESeq2,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.638810198300283,0.255775577557756,0.901881324995078,0,high FDP
DESeq2betapFALSE,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.6671388101983,0.285280728376328,0.911639372079064,0,high FDP
DESeq2census,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.262039660056657,0.114832535885167,0.748389223990708,0.669736291335287,in range
DESeq2LRT,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.61614730878187,0.180790960451977,0.911248927428156,0,high FDP
DESeq2nofilt,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.668555240793201,0.122676579925651,0.936351602752273,0,high FDP
DEsingle,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.468838526912181,0.0515759312320917,0.919764391535528,0,in range
edgeRLRT,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.589235127478754,0.0755555555555556,0.938745569954922,0,high FDP
edgeRLRTcensus,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.553824362606232,0.166311300639659,0.916208297946318,0,in range
edgeRLRTdeconv,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.599150141643059,0.0863930885529158,0.939456964054977,0,high FDP
edgeRLRTrobust,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.641643059490085,0.253706754530478,0.903284601924031,0,high FDP
edgeRQLF,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.560906515580737,0.0682352941176471,0.938468466058938,0,in range
edgeRQLFDetRate,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.545325779036827,0.0767386091127098,0.923455090972946,0,in range
limmatrend,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.386685552407932,0.0421052631578947,0.877309180864222,0,low FDP
logregLRT,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.381019830028329,0.0427046263345196,0.87399599163953,0,in range
MASTcpm,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.3328611898017,0.024896265560166,0.877455186556252,0,low FDP
MASTcpmDetRate,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.347025495750708,0.0576923076923077,0.875417026017513,0,low FDP
MASTtpm,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.331444759206799,0.0209205020920502,0.881033641377575,0,low FDP
MASTtpmDetRate,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.337110481586402,0.0364372469635627,0.878222264508822,0,low FDP
metagenomeSeq,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.185552407932011,0.0642857142857143,0.761628607995763,0.0129761406446212,in range
monocle,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.21671388101983,0.0377358490566038,0.743958630843681,0,high FDP
monoclecensus,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.46742209631728,0.145077720207254,0.870900714814053,0,in range
NODES,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.427762039660057,0.146892655367232,0.886148882837228,0.000139528394028185,high FDP
ROTScpm,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.21671388101983,0.0377358490566038,0.909757082481816,0,low FDP
ROTStpm,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.213881019830028,0.0382165605095541,0.907262708962426,0,in range
ROTSvoom,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.341359773371105,0.0282258064516129,0.852882275128215,0,low FDP
SAMseq,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.324362606232295,0.0337552742616034,0.828484636298944,0.168271243197991,in range
scDD,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.117563739376771,0,0.766217593203589,0.00976698758197293,low FDP
SCDE,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.345609065155807,0.00408163265306122,0.929593468415637,0,low FDP
SeuratBimod,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.661473087818697,0.496224379719525,0.810667228474355,0.669875819729315,high FDP
SeuratBimodIsExpr2,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.362606232294618,0.176848874598071,0.668945685444109,0.887819171201339,in range
SeuratBimodnofilt,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.8328611898017,0.556895252449133,0.922100044152472,0,high FDP
SeuratTobit,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.0892351274787535,0,0.756567406180381,0.139249337240128,in range
ttest,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.351274787535411,0.0274509803921569,0.885504791661277,0,low FDP
voomlimma,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.334277620396601,0.036734693877551,0.856639290964791,0,in range
Wilcoxon,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.310198300283286,0.0223214285714286,0.836400402852942,0,low FDP
zinbwaveDESeq2,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.522662889518414,0.165158371040724,0.719425399641256,0.450676712711037,high FDP
zinbwaveedgeR,GSE74596sim123,full-length,TPM_1_25p,22,1,thr0.05,0.587818696883853,0.0736607142857143,0.938155408809361,0,in range
BPSC,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.614950634696756,0.28171334431631,0.838207592213508,0.00434538828146902,high FDP
D3E,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.320169252468265,0.0421940928270042,0.837912772414702,0,low FDP
DESeq2,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.637517630465444,0.310975609756098,0.888750637989606,0,high FDP
DESeq2betapFALSE,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.668547249647391,0.326704545454545,0.89858286730365,0,high FDP
DESeq2census,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.26657263751763,0.0956937799043062,0.741789114936914,0.634847210541071,in range
DESeq2LRT,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.620592383638928,0.243986254295533,0.898271363733652,0,high FDP
DESeq2nofilt,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.675599435825106,0.15669014084507,0.932409652439727,0,high FDP
DEsingle,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.455571227080395,0.0664739884393064,0.904817548693013,0,in range
edgeRLRT,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.624823695345557,0.0809128630705394,0.933497609940015,0,high FDP
edgeRLRTcensus,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.547249647390691,0.211382113821138,0.911633527794394,0,in range
edgeRLRTdeconv,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.623413258110014,0.0694736842105263,0.93375774505661,0,high FDP
edgeRLRTrobust,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.6262341325811,0.286173633440514,0.895696355364326,0,high FDP
edgeRQLF,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.571227080394922,0.0898876404494382,0.933123542228052,0,in range
edgeRQLFDetRate,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.562764456981664,0.0931818181818182,0.92447893399483,0,in range
limmatrend,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.392101551480959,0.0702341137123746,0.886069819387201,0,low FDP
logregLRT,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.40197461212976,0.0894568690095847,0.881611959629664,0,in range
MASTcpm,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.352609308885755,0.0671641791044776,0.867525807708561,0,low FDP
MASTcpmDetRate,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.363892806770099,0.0719424460431655,0.86697897515545,0,low FDP
MASTtpm,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.342736248236953,0.0653846153846154,0.870990324510326,0,low FDP
MASTtpmDetRate,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.362482369534556,0.0654545454545455,0.870618232508109,0,low FDP
metagenomeSeq,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.198871650211566,0.0784313725490196,0.766261902279201,0.0127558172133445,in range
monocle,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.260930888575458,0.106280193236715,0.761087518453678,0,high FDP
monoclecensus,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.466854724964739,0.157760814249364,0.867358311426737,0,in range
NODES,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.441466854724965,0.15633423180593,0.885283706431484,0,high FDP
ROTScpm,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.190409026798307,0.0559440559440559,0.901424925773682,0,low FDP
ROTStpm,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.203102961918195,0.0649350649350649,0.901339531207982,0,in range
ROTSvoom,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.337094499294781,0.0700389105058366,0.862846448936135,0,low FDP
SAMseq,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.32722143864598,0.0530612244897959,0.847705597295473,0.0836837678721615,in range
scDD,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.105782792665726,0,0.752258730167441,0.00981216708718811,low FDP
SCDE,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.342736248236953,0.0240963855421687,0.924103988189646,0,low FDP
SeuratBimod,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.655853314527504,0.489571899012075,0.805420688973893,0.67703952901598,high FDP
SeuratBimodIsExpr2,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.368124118476728,0.196923076923077,0.672002326947035,0.892486683487525,in range
SeuratBimodnofilt,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.820874471086037,0.556740289413557,0.915038553780466,0,high FDP
SeuratTobit,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.110014104372355,0.103448275862069,0.773304209908184,0.137510513036165,in range
ttest,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.370944992947814,0.0539568345323741,0.889397353646556,0,low FDP
voomlimma,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.358251057827927,0.0797101449275362,0.869151597306449,0,in range
Wilcoxon,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.307475317348378,0.043859649122807,0.844450615488467,0,low FDP
zinbwaveDESeq2,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.503526093088858,0.179310344827586,0.701911938226142,0.452621250350435,high FDP
zinbwaveedgeR,GSE74596sim123,full-length,TPM_1_25p,22,2,thr0.05,0.616361071932299,0.08,0.933541295077739,0,in range
BPSC,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.638968481375358,0.267651888341544,0.835956185438709,0.00522082686609285,high FDP
D3E,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.329512893982808,0.0336134453781513,0.852243693382385,0,low FDP
DESeq2,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.634670487106017,0.259197324414716,0.900771203729906,0,high FDP
DESeq2betapFALSE,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.670487106017192,0.26875,0.907082642489487,0,high FDP
DESeq2census,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.259312320916905,0.108374384236453,0.749099006575144,0.704670523493721,in range
DESeq2LRT,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.595988538681948,0.182711198428291,0.906782610333574,0,high FDP
DESeq2nofilt,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.67621776504298,0.13394495412844,0.936974186919585,0,high FDP
DEsingle,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.47134670487106,0.0679886685552408,0.916789736657875,0,in range
edgeRLRT,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.60458452722063,0.0580357142857143,0.939177337840244,0,high FDP
edgeRLRTcensus,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.561604584527221,0.179916317991632,0.916517285933335,0,in range
edgeRLRTdeconv,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.606017191977077,0.049438202247191,0.939205816228735,0,high FDP
edgeRLRTrobust,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.63323782234957,0.250847457627119,0.905607372269943,0,high FDP
edgeRQLF,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.575931232091691,0.0563380281690141,0.938048068828901,0,in range
edgeRQLFDetRate,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.547277936962751,0.0637254901960784,0.926876243687104,0,in range
limmatrend,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.392550143266476,0.0283687943262411,0.887716441358513,0,low FDP
logregLRT,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.402578796561605,0.0474576271186441,0.884047662507327,0,in range
MASTcpm,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.336676217765043,0.0368852459016393,0.884729125677595,0,low FDP
MASTcpmDetRate,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.358166189111748,0.0458015267175573,0.883965142452487,0,low FDP
MASTtpm,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.325214899713467,0.0340425531914894,0.889271765000823,0,low FDP
MASTtpmDetRate,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.339541547277937,0.0365853658536585,0.888413825517623,0,low FDP
metagenomeSeq,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.207736389684814,0.0522875816993464,0.771597718320484,0.0128404120220121,in range
monocle,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.243553008595989,0.0395480225988701,0.75674478116713,0,high FDP
monoclecensus,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.472779369627507,0.136125654450262,0.872011282823585,0,in range
NODES,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.42836676217765,0.135838150289017,0.894707549374126,0,high FDP
ROTScpm,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.216332378223496,0.0848484848484849,0.908149909340059,0,low FDP
ROTStpm,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.21919770773639,0.0892857142857143,0.907421692280025,0,in range
ROTSvoom,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.348137535816619,0.0395256916996047,0.864976784507398,0,low FDP
SAMseq,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.339541547277937,0.0404858299595142,0.850413676622741,0.0119937914491322,in range
scDD,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.117478510028653,0,0.756084844967689,0.010582757160999,low FDP
SCDE,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.333810888252149,0.00851063829787234,0.926655367996839,0,low FDP
SeuratBimod,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.667621776504298,0.502668089647812,0.814284580275644,0.665443770283618,high FDP
SeuratBimodIsExpr2,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.372492836676218,0.235294117647059,0.671191665833244,0.889374911810357,in range
SeuratBimodnofilt,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.836676217765043,0.557910673732021,0.926004625607857,0,high FDP
SeuratTobit,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.0931232091690544,0.0298507462686567,0.764935232968915,0.13898687738112,in range
ttest,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.371060171919771,0.0263157894736842,0.892592972968852,0,low FDP
voomlimma,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.358166189111748,0.0272373540856031,0.870720673650674,0,in range
Wilcoxon,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.320916905444126,0.0218340611353712,0.850146383401629,0,low FDP
zinbwaveDESeq2,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.538681948424069,0.145454545454545,0.723417218257921,0.454776351065331,high FDP
zinbwaveedgeR,GSE74596sim123,full-length,TPM_1_25p,22,3,thr0.05,0.597421203438395,0.0565610859728507,0.940590045300819,0,in range
BPSC,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.640287769784173,0.269293924466338,0.843866704389298,0.00408278192313107,high FDP
D3E,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.306474820143885,0.0361990950226244,0.836810102479814,0,low FDP
DESeq2,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.618705035971223,0.278523489932886,0.899455491786346,0,high FDP
DESeq2betapFALSE,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.667625899280576,0.301204819277108,0.905199885035792,0,high FDP
DESeq2census,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.240287769784173,0.0564971751412429,0.745972547804453,0.615936928058567,in range
DESeq2LRT,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.6,0.185546875,0.905009475565615,0,high FDP
DESeq2nofilt,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.676258992805755,0.147005444646098,0.930340895822668,0,high FDP
DEsingle,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.466187050359712,0.0795454545454545,0.911704568929126,0,in range
edgeRLRT,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.605755395683453,0.0726872246696035,0.932037740594042,0,high FDP
edgeRLRTcensus,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.569784172661871,0.148387096774194,0.911630021825236,0,in range
edgeRLRTdeconv,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.601438848920863,0.0585585585585586,0.933935772730131,0,high FDP
edgeRLRTrobust,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.60863309352518,0.265625,0.900129783813399,0,high FDP
edgeRQLF,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.566906474820144,0.0729411764705882,0.93122872488526,0,in range
edgeRQLFDetRate,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.530935251798561,0.082089552238806,0.916617267983366,0,in range
limmatrend,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.388489208633094,0.0391459074733096,0.87858634440762,0,low FDP
logregLRT,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.384172661870504,0.0531914893617021,0.87451342296949,0,in range
MASTcpm,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.336690647482014,0.040983606557377,0.871860040057841,0,low FDP
MASTcpmDetRate,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.338129496402878,0.0637450199203187,0.866861791465704,0,low FDP
MASTtpm,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.329496402877698,0.0418410041841004,0.876717726942042,0,low FDP
MASTtpmDetRate,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.335251798561151,0.0450819672131148,0.872378501693028,0,low FDP
metagenomeSeq,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.18705035971223,0.0510948905109489,0.770061029827823,0.0129522736871744,in range
monocle,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.22589928057554,0.0764705882352941,0.751142007742121,0,high FDP
monoclecensus,GSE74596sim123,full-length,TPM_1_25p,22,4,thr0.05,0.474820143884892,0.149484536082474,0.867403268396519,0,in range
