method,dataset,dtype,filt,ncells,repl,charac,snr
BPSC,GSE60749-GPL13112null,full-length,,24,5,log2(variance(CPM)),-0.710815360638495
edgeRLRT,GSE60749-GPL13112null,full-length,,24,5,CV(CPM),0.559624369841082
edgeRQLF,GSE60749-GPL13112null,full-length,,24,5,CV(CPM),1.12648661879745
NODES,GSE60749-GPL13112null,full-length,,24,5,CV(CPM),-0.675039879706024
edgeRLRTdeconv,GSE60749-GPL13112null,full-length,,24,5,CV(CPM),0.559624369841082
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,24,5,CV(CPM),-0.199013225147277
SeuratBimod,GSE60749-GPL13112null,full-length,,24,5,CV(CPM),0.0953143020467554
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,24,5,CV(CPM),0.076591931144531
SeuratTobit,GSE60749-GPL13112null,full-length,,24,5,CV(CPM),0.614749569848466
monoclecensus,GSE60749-GPL13112null,full-length,,24,5,CV(CPM),0.454444210444766
monocle,GSE60749-GPL13112null,full-length,,24,5,CV(CPM),0.432596417704113
metagenomeSeq,GSE60749-GPL13112null,full-length,,24,5,CV(CPM),1.41102546777354
monoclecount,GSE60749-GPL13112null,full-length,,24,5,CV(CPM),0.228053500196885
DEsingle,GSE60749-GPL13112null,full-length,,24,5,CV(CPM),0.297852705231397
BPSC,GSE60749-GPL13112null,full-length,,24,5,CV(CPM),1.07024186531051
NODES,GSE60749-GPL13112null,full-length,,12,1,Fraction zeros,-0.893883400417157
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,12,1,Fraction zeros,0.0637268681767582
SeuratBimod,GSE60749-GPL13112null,full-length,,12,1,Fraction zeros,-0.904637989725146
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,12,1,Fraction zeros,0.0670895749745936
SeuratTobit,GSE60749-GPL13112null,full-length,,12,1,Fraction zeros,0.616873789877741
monoclecensus,GSE60749-GPL13112null,full-length,,12,1,Fraction zeros,-0.413588153577373
monocle,GSE60749-GPL13112null,full-length,,12,1,Fraction zeros,0.504447207579456
metagenomeSeq,GSE60749-GPL13112null,full-length,,12,1,Fraction zeros,1.01567962054137
monoclecount,GSE60749-GPL13112null,full-length,,12,1,Fraction zeros,0.000702254224076156
NODES,GSE60749-GPL13112null,full-length,,12,1,log2(average CPM),0.726876065616435
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,12,1,log2(average CPM),0.248231794573181
SeuratBimod,GSE60749-GPL13112null,full-length,,12,1,log2(average CPM),1.2098758529355
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,12,1,log2(average CPM),-0.0937638439377073
SeuratTobit,GSE60749-GPL13112null,full-length,,12,1,log2(average CPM),-0.513538492258191
monoclecensus,GSE60749-GPL13112null,full-length,,12,1,log2(average CPM),0.794158503007468
monocle,GSE60749-GPL13112null,full-length,,12,1,log2(average CPM),-0.395407551264717
metagenomeSeq,GSE60749-GPL13112null,full-length,,12,1,log2(average CPM),-1.28680922176542
monoclecount,GSE60749-GPL13112null,full-length,,12,1,log2(average CPM),0.262459429946232
NODES,GSE60749-GPL13112null,full-length,,12,1,log2(variance(CPM)),0.710157696142543
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,12,1,log2(variance(CPM)),0.394477060460695
SeuratBimod,GSE60749-GPL13112null,full-length,,12,1,log2(variance(CPM)),1.74698359147736
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,12,1,log2(variance(CPM)),-0.00681078700485111
SeuratTobit,GSE60749-GPL13112null,full-length,,12,1,log2(variance(CPM)),-0.47538782121721
monoclecensus,GSE60749-GPL13112null,full-length,,12,1,log2(variance(CPM)),1.11673743141516
monocle,GSE60749-GPL13112null,full-length,,12,1,log2(variance(CPM)),-0.349448785992813
metagenomeSeq,GSE60749-GPL13112null,full-length,,12,1,log2(variance(CPM)),-1.30222947039961
monoclecount,GSE60749-GPL13112null,full-length,,12,1,log2(variance(CPM)),0.500823422947167
NODES,GSE60749-GPL13112null,full-length,,12,1,CV(CPM),-0.636575565686453
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,12,1,CV(CPM),0.00244259776593961
SeuratBimod,GSE60749-GPL13112null,full-length,,12,1,CV(CPM),0.0677242488165137
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,12,1,CV(CPM),0.151371075384541
SeuratTobit,GSE60749-GPL13112null,full-length,,12,1,CV(CPM),0.420981611326437
monoclecensus,GSE60749-GPL13112null,full-length,,12,1,CV(CPM),0.123338843126789
monocle,GSE60749-GPL13112null,full-length,,12,1,CV(CPM),0.287494320830009
metagenomeSeq,GSE60749-GPL13112null,full-length,,12,1,CV(CPM),0.959447192085138
monoclecount,GSE60749-GPL13112null,full-length,,12,1,CV(CPM),0.281747894157053
NODES,GSE60749-GPL13112null,full-length,,12,2,Fraction zeros,-0.957603608886192
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,12,2,Fraction zeros,0.142833523644213
SeuratBimod,GSE60749-GPL13112null,full-length,,12,2,Fraction zeros,-0.753808629921648
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,12,2,Fraction zeros,0.0898234122462753
SeuratTobit,GSE60749-GPL13112null,full-length,,12,2,Fraction zeros,0.923202929475456
monoclecensus,GSE60749-GPL13112null,full-length,,12,2,Fraction zeros,-0.0193745242671899
monocle,GSE60749-GPL13112null,full-length,,12,2,Fraction zeros,0.504543875730814
metagenomeSeq,GSE60749-GPL13112null,full-length,,12,2,Fraction zeros,1.05101594987675
monoclecount,GSE60749-GPL13112null,full-length,,12,2,Fraction zeros,0.0268175183713351
NODES,GSE60749-GPL13112null,full-length,,12,2,log2(average CPM),0.898868668317039
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,12,2,log2(average CPM),0.0790192414346188
SeuratBimod,GSE60749-GPL13112null,full-length,,12,2,log2(average CPM),1.24765069831403
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,12,2,log2(average CPM),-0.10138208385681
SeuratTobit,GSE60749-GPL13112null,full-length,,12,2,log2(average CPM),-0.731899604293864
monoclecensus,GSE60749-GPL13112null,full-length,,12,2,log2(average CPM),0.631222793637755
monocle,GSE60749-GPL13112null,full-length,,12,2,log2(average CPM),-0.397223482742202
metagenomeSeq,GSE60749-GPL13112null,full-length,,12,2,log2(average CPM),-0.755555585527723
monoclecount,GSE60749-GPL13112null,full-length,,12,2,log2(average CPM),0.241609826937681
NODES,GSE60749-GPL13112null,full-length,,12,2,log2(variance(CPM)),0.810727929590161
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,12,2,log2(variance(CPM)),0.18848435135628
SeuratBimod,GSE60749-GPL13112null,full-length,,12,2,log2(variance(CPM)),1.58014407686195
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,12,2,log2(variance(CPM)),-0.00964845708160206
SeuratTobit,GSE60749-GPL13112null,full-length,,12,2,log2(variance(CPM)),-0.707834133214899
monoclecensus,GSE60749-GPL13112null,full-length,,12,2,log2(variance(CPM)),0.973471181659237
monocle,GSE60749-GPL13112null,full-length,,12,2,log2(variance(CPM)),-0.354549543569081
metagenomeSeq,GSE60749-GPL13112null,full-length,,12,2,log2(variance(CPM)),-0.570390807528872
monoclecount,GSE60749-GPL13112null,full-length,,12,2,log2(variance(CPM)),0.474066610942974
NODES,GSE60749-GPL13112null,full-length,,12,2,CV(CPM),-0.711800311336688
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,12,2,CV(CPM),-0.0196241891393318
SeuratBimod,GSE60749-GPL13112null,full-length,,12,2,CV(CPM),0.165197684899745
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,12,2,CV(CPM),0.147959839972101
SeuratTobit,GSE60749-GPL13112null,full-length,,12,2,CV(CPM),0.550474374117117
monoclecensus,GSE60749-GPL13112null,full-length,,12,2,CV(CPM),0.391385935358221
monocle,GSE60749-GPL13112null,full-length,,12,2,CV(CPM),0.278927749458081
metagenomeSeq,GSE60749-GPL13112null,full-length,,12,2,CV(CPM),1.08420649704447
monoclecount,GSE60749-GPL13112null,full-length,,12,2,CV(CPM),0.30700283631207
edgeRLRT,GSE60749-GPL13112null,full-length,,12,3,Fraction zeros,-0.417357374989835
NODES,GSE60749-GPL13112null,full-length,,12,3,Fraction zeros,-0.99925815509028
edgeRLRTdeconv,GSE60749-GPL13112null,full-length,,12,3,Fraction zeros,-0.405695689978872
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,12,3,Fraction zeros,-0.0189068048471869
SeuratBimod,GSE60749-GPL13112null,full-length,,12,3,Fraction zeros,-0.999281745358833
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,12,3,Fraction zeros,0.015690907671248
SeuratTobit,GSE60749-GPL13112null,full-length,,12,3,Fraction zeros,0.911448365887855
monoclecensus,GSE60749-GPL13112null,full-length,,12,3,Fraction zeros,-0.247501681294623
monocle,GSE60749-GPL13112null,full-length,,12,3,Fraction zeros,0.489116270548342
monoclecount,GSE60749-GPL13112null,full-length,,12,3,Fraction zeros,-0.0182306786460923
edgeRLRT,GSE60749-GPL13112null,full-length,,12,3,log2(average CPM),0.809564599459826
NODES,GSE60749-GPL13112null,full-length,,12,3,log2(average CPM),0.920319476574318
edgeRLRTdeconv,GSE60749-GPL13112null,full-length,,12,3,log2(average CPM),0.623296490924711
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,12,3,log2(average CPM),0.241486264956574
SeuratBimod,GSE60749-GPL13112null,full-length,,12,3,log2(average CPM),1.25886354937148
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,12,3,log2(average CPM),-0.0405221752259823
SeuratTobit,GSE60749-GPL13112null,full-length,,12,3,log2(average CPM),-0.657873779646356
monoclecensus,GSE60749-GPL13112null,full-length,,12,3,log2(average CPM),0.710094731418477
monocle,GSE60749-GPL13112null,full-length,,12,3,log2(average CPM),-0.375073014897096
monoclecount,GSE60749-GPL13112null,full-length,,12,3,log2(average CPM),0.248044667132482
edgeRLRT,GSE60749-GPL13112null,full-length,,12,3,log2(variance(CPM)),1.03239957942973
NODES,GSE60749-GPL13112null,full-length,,12,3,log2(variance(CPM)),0.817315515494686
edgeRLRTdeconv,GSE60749-GPL13112null,full-length,,12,3,log2(variance(CPM)),0.75913133384522
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,12,3,log2(variance(CPM)),0.327246310508367
SeuratBimod,GSE60749-GPL13112null,full-length,,12,3,log2(variance(CPM)),1.60891990475914
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,12,3,log2(variance(CPM)),0.0540142508344815
SeuratTobit,GSE60749-GPL13112null,full-length,,12,3,log2(variance(CPM)),-0.574183246097595
monoclecensus,GSE60749-GPL13112null,full-length,,12,3,log2(variance(CPM)),0.999432280051124
monocle,GSE60749-GPL13112null,full-length,,12,3,log2(variance(CPM)),-0.331657469442489
monoclecount,GSE60749-GPL13112null,full-length,,12,3,log2(variance(CPM)),0.480782621610616
edgeRLRT,GSE60749-GPL13112null,full-length,,12,3,CV(CPM),0.258132243366978
NODES,GSE60749-GPL13112null,full-length,,12,3,CV(CPM),-0.79736010504238
edgeRLRTdeconv,GSE60749-GPL13112null,full-length,,12,3,CV(CPM),0.18431555421243
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,12,3,CV(CPM),-0.128295092109896
SeuratBimod,GSE60749-GPL13112null,full-length,,12,3,CV(CPM),0.0384174333370424
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,12,3,CV(CPM),0.128343577302864
SeuratTobit,GSE60749-GPL13112null,full-length,,12,3,CV(CPM),0.595264526684842
monoclecensus,GSE60749-GPL13112null,full-length,,12,3,CV(CPM),0.328419049269144
monocle,GSE60749-GPL13112null,full-length,,12,3,CV(CPM),0.272617868165668
monoclecount,GSE60749-GPL13112null,full-length,,12,3,CV(CPM),0.297445755887823
NODES,GSE60749-GPL13112null,full-length,,12,4,Fraction zeros,-0.998288825635327
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,12,4,Fraction zeros,0.00720356988862169
SeuratBimod,GSE60749-GPL13112null,full-length,,12,4,Fraction zeros,-0.842954280138801
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,12,4,Fraction zeros,0.0254408857334841
SeuratTobit,GSE60749-GPL13112null,full-length,,12,4,Fraction zeros,0.733592564352315
monoclecensus,GSE60749-GPL13112null,full-length,,12,4,Fraction zeros,-0.132035499943508
monocle,GSE60749-GPL13112null,full-length,,12,4,Fraction zeros,0.462139400025592
monoclecount,GSE60749-GPL13112null,full-length,,12,4,Fraction zeros,-0.104086928742909
NODES,GSE60749-GPL13112null,full-length,,12,4,log2(average CPM),0.916795548781395
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,12,4,log2(average CPM),0.15273655112758
SeuratBimod,GSE60749-GPL13112null,full-length,,12,4,log2(average CPM),1.26723490989793
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,12,4,log2(average CPM),-0.0576292660201365
SeuratTobit,GSE60749-GPL13112null,full-length,,12,4,log2(average CPM),-0.519609997701491
monoclecensus,GSE60749-GPL13112null,full-length,,12,4,log2(average CPM),0.633956921339168
monocle,GSE60749-GPL13112null,full-length,,12,4,log2(average CPM),-0.352496505066608
monoclecount,GSE60749-GPL13112null,full-length,,12,4,log2(average CPM),0.322625065575238
NODES,GSE60749-GPL13112null,full-length,,12,4,log2(variance(CPM)),0.812565611162214
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,12,4,log2(variance(CPM)),0.283191131699304
SeuratBimod,GSE60749-GPL13112null,full-length,,12,4,log2(variance(CPM)),1.50913297765071
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,12,4,log2(variance(CPM)),0.0243637315205839
SeuratTobit,GSE60749-GPL13112null,full-length,,12,4,log2(variance(CPM)),-0.468370382179615
monoclecensus,GSE60749-GPL13112null,full-length,,12,4,log2(variance(CPM)),0.929234599827782
monocle,GSE60749-GPL13112null,full-length,,12,4,log2(variance(CPM)),-0.315276577753272
monoclecount,GSE60749-GPL13112null,full-length,,12,4,log2(variance(CPM)),0.548250787388401
NODES,GSE60749-GPL13112null,full-length,,12,4,CV(CPM),-0.781625995995061
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,12,4,CV(CPM),-0.0101198007554719
SeuratBimod,GSE60749-GPL13112null,full-length,,12,4,CV(CPM),0.0661027329089001
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,12,4,CV(CPM),0.11869784788067
SeuratTobit,GSE60749-GPL13112null,full-length,,12,4,CV(CPM),0.471435929120771
monoclecensus,GSE60749-GPL13112null,full-length,,12,4,CV(CPM),0.423767188232461
monocle,GSE60749-GPL13112null,full-length,,12,4,CV(CPM),0.249395855771544
monoclecount,GSE60749-GPL13112null,full-length,,12,4,CV(CPM),0.239723339625201
NODES,GSE60749-GPL13112null,full-length,,12,5,Fraction zeros,-0.862093168109196
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,12,5,Fraction zeros,-0.0750542524479856
SeuratBimod,GSE60749-GPL13112null,full-length,,12,5,Fraction zeros,-0.984810641812227
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,12,5,Fraction zeros,0.0286171851018205
SeuratTobit,GSE60749-GPL13112null,full-length,,12,5,Fraction zeros,0.633092693732904
monoclecensus,GSE60749-GPL13112null,full-length,,12,5,Fraction zeros,-0.295106045619074
monocle,GSE60749-GPL13112null,full-length,,12,5,Fraction zeros,0.487018031161743
metagenomeSeq,GSE60749-GPL13112null,full-length,,12,5,Fraction zeros,1.06306371192595
monoclecount,GSE60749-GPL13112null,full-length,,12,5,Fraction zeros,-0.0375280688942901
NODES,GSE60749-GPL13112null,full-length,,12,5,log2(average CPM),0.84696123706052
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,12,5,log2(average CPM),0.253500674551316
SeuratBimod,GSE60749-GPL13112null,full-length,,12,5,log2(average CPM),1.20963267394631
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,12,5,log2(average CPM),-0.0573670071479291
SeuratTobit,GSE60749-GPL13112null,full-length,,12,5,log2(average CPM),-0.465371371296302
monoclecensus,GSE60749-GPL13112null,full-length,,12,5,log2(average CPM),0.707659703893394
monocle,GSE60749-GPL13112null,full-length,,12,5,log2(average CPM),-0.387560886492736
metagenomeSeq,GSE60749-GPL13112null,full-length,,12,5,log2(average CPM),-0.97457739418246
monoclecount,GSE60749-GPL13112null,full-length,,12,5,log2(average CPM),0.266205868328796
NODES,GSE60749-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.777026206939391
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.354869153224942
SeuratBimod,GSE60749-GPL13112null,full-length,,12,5,log2(variance(CPM)),1.69171603865354
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.031724057305937
SeuratTobit,GSE60749-GPL13112null,full-length,,12,5,log2(variance(CPM)),-0.44473897397033
monoclecensus,GSE60749-GPL13112null,full-length,,12,5,log2(variance(CPM)),1.0080828820212
monocle,GSE60749-GPL13112null,full-length,,12,5,log2(variance(CPM)),-0.343587226560481
metagenomeSeq,GSE60749-GPL13112null,full-length,,12,5,log2(variance(CPM)),-0.843211591230557
monoclecount,GSE60749-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.493926322989777
NODES,GSE60749-GPL13112null,full-length,,12,5,CV(CPM),-0.667850791718471
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,12,5,CV(CPM),-0.109119688674531
SeuratBimod,GSE60749-GPL13112null,full-length,,12,5,CV(CPM),0.0104282263015223
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,12,5,CV(CPM),0.117639334658274
SeuratTobit,GSE60749-GPL13112null,full-length,,12,5,CV(CPM),0.402912693367116
monoclecensus,GSE60749-GPL13112null,full-length,,12,5,CV(CPM),0.255190350093694
monocle,GSE60749-GPL13112null,full-length,,12,5,CV(CPM),0.281172299626877
metagenomeSeq,GSE60749-GPL13112null,full-length,,12,5,CV(CPM),0.827700273710536
monoclecount,GSE60749-GPL13112null,full-length,,12,5,CV(CPM),0.252964621740395
edgeRLRT,GSE60749-GPL13112null,full-length,,6,1,Fraction zeros,-0.159654253376376
NODES,GSE60749-GPL13112null,full-length,,6,1,Fraction zeros,-0.881410327717984
DESeq2,GSE60749-GPL13112null,full-length,,6,1,Fraction zeros,-0.571695674207565
DESeq2nofilt,GSE60749-GPL13112null,full-length,,6,1,Fraction zeros,-0.627700636361813
edgeRLRTdeconv,GSE60749-GPL13112null,full-length,,6,1,Fraction zeros,-0.159654253376376
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,6,1,Fraction zeros,-0.232530556545043
SeuratBimod,GSE60749-GPL13112null,full-length,,6,1,Fraction zeros,-0.932562434687429
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,6,1,Fraction zeros,-0.0641677931455147
SeuratTobit,GSE60749-GPL13112null,full-length,,6,1,Fraction zeros,0.369656524450825
monoclecensus,GSE60749-GPL13112null,full-length,,6,1,Fraction zeros,-0.322006691062569
monocle,GSE60749-GPL13112null,full-length,,6,1,Fraction zeros,0.220749527350489
metagenomeSeq,GSE60749-GPL13112null,full-length,,6,1,Fraction zeros,0.259748851588549
monoclecount,GSE60749-GPL13112null,full-length,,6,1,Fraction zeros,-0.104690072488997
DESeq2betapFALSE,GSE60749-GPL13112null,full-length,,6,1,Fraction zeros,-0.571695674207565
zinbwaveDESeq2,GSE60749-GPL13112null,full-length,,6,1,Fraction zeros,-0.768110501163261
DESeq2LRT,GSE60749-GPL13112null,full-length,,6,1,Fraction zeros,-0.558643979359255
logregLRT,GSE60749-GPL13112null,full-length,,6,1,Fraction zeros,-0.447370981109185
edgeRLRT,GSE60749-GPL13112null,full-length,,6,1,log2(average CPM),0.41285699914438
NODES,GSE60749-GPL13112null,full-length,,6,1,log2(average CPM),0.920060420340351
DESeq2,GSE60749-GPL13112null,full-length,,6,1,log2(average CPM),0.634770277243112
DESeq2nofilt,GSE60749-GPL13112null,full-length,,6,1,log2(average CPM),0.682009935225733
edgeRLRTdeconv,GSE60749-GPL13112null,full-length,,6,1,log2(average CPM),0.41285699914438
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,6,1,log2(average CPM),0.465478947576388
SeuratBimod,GSE60749-GPL13112null,full-length,,6,1,log2(average CPM),1.17005666281589
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,6,1,log2(average CPM),-0.0191826583979509
SeuratTobit,GSE60749-GPL13112null,full-length,,6,1,log2(average CPM),-0.268463422236874
monoclecensus,GSE60749-GPL13112null,full-length,,6,1,log2(average CPM),0.963652748799065
monocle,GSE60749-GPL13112null,full-length,,6,1,log2(average CPM),-0.170481010353895
metagenomeSeq,GSE60749-GPL13112null,full-length,,6,1,log2(average CPM),-0.158441415350798
monoclecount,GSE60749-GPL13112null,full-length,,6,1,log2(average CPM),0.354095621356988
DESeq2betapFALSE,GSE60749-GPL13112null,full-length,,6,1,log2(average CPM),0.634770277243112
zinbwaveDESeq2,GSE60749-GPL13112null,full-length,,6,1,log2(average CPM),0.674852356365576
DESeq2LRT,GSE60749-GPL13112null,full-length,,6,1,log2(average CPM),0.641719503922436
logregLRT,GSE60749-GPL13112null,full-length,,6,1,log2(average CPM),0.28049079909587
edgeRLRT,GSE60749-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.624259693251107
NODES,GSE60749-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.877727450600984
DESeq2,GSE60749-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.795568518965633
DESeq2nofilt,GSE60749-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.849955632615183
edgeRLRTdeconv,GSE60749-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.624259693251107
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.580467232975362
SeuratBimod,GSE60749-GPL13112null,full-length,,6,1,log2(variance(CPM)),1.50498195253034
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.0692296755453101
SeuratTobit,GSE60749-GPL13112null,full-length,,6,1,log2(variance(CPM)),-0.256256591748027
monoclecensus,GSE60749-GPL13112null,full-length,,6,1,log2(variance(CPM)),1.36355100572709
monocle,GSE60749-GPL13112null,full-length,,6,1,log2(variance(CPM)),-0.149399767918419
metagenomeSeq,GSE60749-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.0232806211638678
monoclecount,GSE60749-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.583885382660582
DESeq2betapFALSE,GSE60749-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.795568518965633
zinbwaveDESeq2,GSE60749-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.775151901071581
DESeq2LRT,GSE60749-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.80346775300793
logregLRT,GSE60749-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.24372118168786
edgeRLRT,GSE60749-GPL13112null,full-length,,6,1,CV(CPM),0.132900346332311
NODES,GSE60749-GPL13112null,full-length,,6,1,CV(CPM),-0.724600856362386
DESeq2,GSE60749-GPL13112null,full-length,,6,1,CV(CPM),-0.175563086103004
DESeq2nofilt,GSE60749-GPL13112null,full-length,,6,1,CV(CPM),-0.177742221660662
edgeRLRTdeconv,GSE60749-GPL13112null,full-length,,6,1,CV(CPM),0.132900346332311
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,6,1,CV(CPM),-0.175808742039833
SeuratBimod,GSE60749-GPL13112null,full-length,,6,1,CV(CPM),0.0413335822213864
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,6,1,CV(CPM),0.121329161939384
SeuratTobit,GSE60749-GPL13112null,full-length,,6,1,CV(CPM),0.132712908887126
monoclecensus,GSE60749-GPL13112null,full-length,,6,1,CV(CPM),0.265931720234526
monocle,GSE60749-GPL13112null,full-length,,6,1,CV(CPM),0.0587285377234389
metagenomeSeq,GSE60749-GPL13112null,full-length,,6,1,CV(CPM),0.503825442107259
monoclecount,GSE60749-GPL13112null,full-length,,6,1,CV(CPM),0.279654024444178
DESeq2betapFALSE,GSE60749-GPL13112null,full-length,,6,1,CV(CPM),-0.175563086103004
zinbwaveDESeq2,GSE60749-GPL13112null,full-length,,6,1,CV(CPM),-0.325158777418785
DESeq2LRT,GSE60749-GPL13112null,full-length,,6,1,CV(CPM),-0.172209467159256
logregLRT,GSE60749-GPL13112null,full-length,,6,1,CV(CPM),-0.413962363745347
edgeRLRT,GSE60749-GPL13112null,full-length,,6,2,Fraction zeros,-0.264905212976876
NODES,GSE60749-GPL13112null,full-length,,6,2,Fraction zeros,-0.934054410513202
DESeq2,GSE60749-GPL13112null,full-length,,6,2,Fraction zeros,-0.717813830740085
DESeq2nofilt,GSE60749-GPL13112null,full-length,,6,2,Fraction zeros,-0.93353530765958
edgeRLRTdeconv,GSE60749-GPL13112null,full-length,,6,2,Fraction zeros,-0.241289293149998
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,6,2,Fraction zeros,-0.168401499911251
SeuratBimod,GSE60749-GPL13112null,full-length,,6,2,Fraction zeros,-0.70855477535549
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,6,2,Fraction zeros,-0.0262901766660071
SeuratTobit,GSE60749-GPL13112null,full-length,,6,2,Fraction zeros,0.255825480451534
monoclecensus,GSE60749-GPL13112null,full-length,,6,2,Fraction zeros,-0.270041159897434
monocle,GSE60749-GPL13112null,full-length,,6,2,Fraction zeros,0.248282868017713
metagenomeSeq,GSE60749-GPL13112null,full-length,,6,2,Fraction zeros,0.606159038045385
monoclecount,GSE60749-GPL13112null,full-length,,6,2,Fraction zeros,-0.0806381844906926
DESeq2betapFALSE,GSE60749-GPL13112null,full-length,,6,2,Fraction zeros,-0.933729869789243
zinbwaveDESeq2,GSE60749-GPL13112null,full-length,,6,2,Fraction zeros,-0.678575837975065
DESeq2LRT,GSE60749-GPL13112null,full-length,,6,2,Fraction zeros,-0.704449034033679
logregLRT,GSE60749-GPL13112null,full-length,,6,2,Fraction zeros,-0.537456816109935
edgeRLRT,GSE60749-GPL13112null,full-length,,6,2,log2(average CPM),0.515372444452763
NODES,GSE60749-GPL13112null,full-length,,6,2,log2(average CPM),0.978312606636191
DESeq2,GSE60749-GPL13112null,full-length,,6,2,log2(average CPM),0.734589663946129
DESeq2nofilt,GSE60749-GPL13112null,full-length,,6,2,log2(average CPM),0.816530333931233
edgeRLRTdeconv,GSE60749-GPL13112null,full-length,,6,2,log2(average CPM),0.478318435752655
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,6,2,log2(average CPM),0.363164718867357
SeuratBimod,GSE60749-GPL13112null,full-length,,6,2,log2(average CPM),1.08420198776746
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,6,2,log2(average CPM),-0.0436176665300777
SeuratTobit,GSE60749-GPL13112null,full-length,,6,2,log2(average CPM),-0.161843596158145
monoclecensus,GSE60749-GPL13112null,full-length,,6,2,log2(average CPM),0.726856368569462
monocle,GSE60749-GPL13112null,full-length,,6,2,log2(average CPM),-0.189390747265984
metagenomeSeq,GSE60749-GPL13112null,full-length,,6,2,log2(average CPM),-0.492024177757787
monoclecount,GSE60749-GPL13112null,full-length,,6,2,log2(average CPM),0.348195263180777
DESeq2betapFALSE,GSE60749-GPL13112null,full-length,,6,2,log2(average CPM),0.789132624066358
zinbwaveDESeq2,GSE60749-GPL13112null,full-length,,6,2,log2(average CPM),0.715350367345897
DESeq2LRT,GSE60749-GPL13112null,full-length,,6,2,log2(average CPM),0.69830508120609
logregLRT,GSE60749-GPL13112null,full-length,,6,2,log2(average CPM),0.398762397535413
edgeRLRT,GSE60749-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.670435877907217
