method,dataset,dtype,filt,ncells,repl,charac,snr
SeuratTobit,GSE45719null,full-length,,12,4,Fraction zeros,0.198739902964735
monocle,GSE45719null,full-length,,12,4,Fraction zeros,0.191084417100216
monoclecount,GSE45719null,full-length,,12,4,Fraction zeros,0.722236792199017
DESeq2betapFALSE,GSE45719null,full-length,,12,4,Fraction zeros,-0.00928666045752716
DEsingle,GSE45719null,full-length,,12,4,Fraction zeros,-0.481637213798548
zinbwaveDESeq2,GSE45719null,full-length,,12,4,Fraction zeros,-0.154594784442994
DESeq2LRT,GSE45719null,full-length,,12,4,Fraction zeros,-0.521683971409996
BPSC,GSE45719null,full-length,,12,4,Fraction zeros,-0.0266341757174885
MASTcpm,GSE45719null,full-length,,12,4,Fraction zeros,0.290211368883604
MASTcpmDetRate,GSE45719null,full-length,,12,4,Fraction zeros,0.228014244985505
MASTtpm,GSE45719null,full-length,,12,4,Fraction zeros,0.322699313916951
MASTtpmDetRate,GSE45719null,full-length,,12,4,Fraction zeros,0.195866334636482
edgeRLRT,GSE45719null,full-length,,12,4,log2(average CPM),0.438172997017198
DESeq2,GSE45719null,full-length,,12,4,log2(average CPM),0.40374088871304
DESeq2nofilt,GSE45719null,full-length,,12,4,log2(average CPM),0.370861313387769
edgeRLRTdeconv,GSE45719null,full-length,,12,4,log2(average CPM),0.427939532973425
edgeRLRTrobust,GSE45719null,full-length,,12,4,log2(average CPM),0.262540941721931
SeuratBimod,GSE45719null,full-length,,12,4,log2(average CPM),0.922297782951856
SeuratBimodnofilt,GSE45719null,full-length,,12,4,log2(average CPM),0.0453363863062226
SeuratTobit,GSE45719null,full-length,,12,4,log2(average CPM),-0.0480613720482923
monocle,GSE45719null,full-length,,12,4,log2(average CPM),0.109386182901679
monoclecount,GSE45719null,full-length,,12,4,log2(average CPM),-0.108399882695204
DESeq2betapFALSE,GSE45719null,full-length,,12,4,log2(average CPM),0.390074377336121
DEsingle,GSE45719null,full-length,,12,4,log2(average CPM),0.420893258464605
zinbwaveDESeq2,GSE45719null,full-length,,12,4,log2(average CPM),0.413647846027815
DESeq2LRT,GSE45719null,full-length,,12,4,log2(average CPM),0.417854898622786
BPSC,GSE45719null,full-length,,12,4,log2(average CPM),0.385313187654193
MASTcpm,GSE45719null,full-length,,12,4,log2(average CPM),0.0122643801469816
MASTcpmDetRate,GSE45719null,full-length,,12,4,log2(average CPM),-0.0402986540788986
MASTtpm,GSE45719null,full-length,,12,4,log2(average CPM),-0.0389478281440368
MASTtpmDetRate,GSE45719null,full-length,,12,4,log2(average CPM),0.0428624151294625
edgeRLRT,GSE45719null,full-length,,12,4,log2(variance(CPM)),0.547385184957845
DESeq2,GSE45719null,full-length,,12,4,log2(variance(CPM)),0.487871007861431
DESeq2nofilt,GSE45719null,full-length,,12,4,log2(variance(CPM)),0.51337729363425
edgeRLRTdeconv,GSE45719null,full-length,,12,4,log2(variance(CPM)),0.533969696013878
edgeRLRTrobust,GSE45719null,full-length,,12,4,log2(variance(CPM)),0.341455587051046
SeuratBimod,GSE45719null,full-length,,12,4,log2(variance(CPM)),1.06609156073313
SeuratBimodnofilt,GSE45719null,full-length,,12,4,log2(variance(CPM)),0.104342737221712
SeuratTobit,GSE45719null,full-length,,12,4,log2(variance(CPM)),-0.000147438712107581
monocle,GSE45719null,full-length,,12,4,log2(variance(CPM)),0.157696059897141
monoclecount,GSE45719null,full-length,,12,4,log2(variance(CPM)),0.0672729829807842
DESeq2betapFALSE,GSE45719null,full-length,,12,4,log2(variance(CPM)),0.504039151387458
DEsingle,GSE45719null,full-length,,12,4,log2(variance(CPM)),0.517656564615813
zinbwaveDESeq2,GSE45719null,full-length,,12,4,log2(variance(CPM)),0.520476369535124
DESeq2LRT,GSE45719null,full-length,,12,4,log2(variance(CPM)),0.469735739831278
BPSC,GSE45719null,full-length,,12,4,log2(variance(CPM)),0.535322839492451
MASTcpm,GSE45719null,full-length,,12,4,log2(variance(CPM)),0.114522805371711
MASTcpmDetRate,GSE45719null,full-length,,12,4,log2(variance(CPM)),0.0756098318907929
MASTtpm,GSE45719null,full-length,,12,4,log2(variance(CPM)),0.114407810863335
MASTtpmDetRate,GSE45719null,full-length,,12,4,log2(variance(CPM)),0.184235148499192
edgeRLRT,GSE45719null,full-length,,12,4,CV(CPM),0.258294382698801
DESeq2,GSE45719null,full-length,,12,4,CV(CPM),0.018095119745161
DESeq2nofilt,GSE45719null,full-length,,12,4,CV(CPM),0.332895286506396
edgeRLRTdeconv,GSE45719null,full-length,,12,4,CV(CPM),0.237707786626498
edgeRLRTrobust,GSE45719null,full-length,,12,4,CV(CPM),0.0717016164095349
SeuratBimod,GSE45719null,full-length,,12,4,CV(CPM),-0.0703115249361115
SeuratBimodnofilt,GSE45719null,full-length,,12,4,CV(CPM),0.138737329939141
SeuratTobit,GSE45719null,full-length,,12,4,CV(CPM),0.024599266599254
monocle,GSE45719null,full-length,,12,4,CV(CPM),0.0247773934765406
monoclecount,GSE45719null,full-length,,12,4,CV(CPM),0.973787386874902
DESeq2betapFALSE,GSE45719null,full-length,,12,4,CV(CPM),0.146719982445882
DEsingle,GSE45719null,full-length,,12,4,CV(CPM),0.0612060109246749
zinbwaveDESeq2,GSE45719null,full-length,,12,4,CV(CPM),0.00105536689689712
DESeq2LRT,GSE45719null,full-length,,12,4,CV(CPM),-0.0811456333293332
BPSC,GSE45719null,full-length,,12,4,CV(CPM),0.253077601336718
MASTcpm,GSE45719null,full-length,,12,4,CV(CPM),0.296957722364303
MASTcpmDetRate,GSE45719null,full-length,,12,4,CV(CPM),0.395187482575383
MASTtpm,GSE45719null,full-length,,12,4,CV(CPM),0.51980159398713
MASTtpmDetRate,GSE45719null,full-length,,12,4,CV(CPM),0.434060168475747
edgeRLRT,GSE45719null,full-length,,12,5,Fraction zeros,-0.227787161560527
SAMseq,GSE45719null,full-length,,12,5,Fraction zeros,-0.707858173364834
edgeRQLF,GSE45719null,full-length,,12,5,Fraction zeros,0.450072405267813
DESeq2,GSE45719null,full-length,,12,5,Fraction zeros,-0.244559729274866
DESeq2nofilt,GSE45719null,full-length,,12,5,Fraction zeros,-0.392424791087931
edgeRLRTdeconv,GSE45719null,full-length,,12,5,Fraction zeros,-0.315270412570196
edgeRLRTrobust,GSE45719null,full-length,,12,5,Fraction zeros,0.136979486210059
SeuratBimod,GSE45719null,full-length,,12,5,Fraction zeros,-0.342329435719832
SeuratBimodnofilt,GSE45719null,full-length,,12,5,Fraction zeros,-0.157160554043958
monoclecensus,GSE45719null,full-length,,12,5,Fraction zeros,-0.0397816712617578
monocle,GSE45719null,full-length,,12,5,Fraction zeros,0.0860711889693422
DESeq2betapFALSE,GSE45719null,full-length,,12,5,Fraction zeros,0.138669768935848
DEsingle,GSE45719null,full-length,,12,5,Fraction zeros,-0.568496643044281
zinbwaveDESeq2,GSE45719null,full-length,,12,5,Fraction zeros,-0.00999612321541018
BPSC,GSE45719null,full-length,,12,5,Fraction zeros,0.164078434308489
MASTcpmDetRate,GSE45719null,full-length,,12,5,Fraction zeros,0.306006476395923
MASTtpmDetRate,GSE45719null,full-length,,12,5,Fraction zeros,0.336859042889669
edgeRLRT,GSE45719null,full-length,,12,5,log2(average CPM),0.563822348685058
SAMseq,GSE45719null,full-length,,12,5,log2(average CPM),0.56742314579904
edgeRQLF,GSE45719null,full-length,,12,5,log2(average CPM),0.258472137194393
DESeq2,GSE45719null,full-length,,12,5,log2(average CPM),0.373728206198964
DESeq2nofilt,GSE45719null,full-length,,12,5,log2(average CPM),0.500627691162359
edgeRLRTdeconv,GSE45719null,full-length,,12,5,log2(average CPM),0.617593543910331
edgeRLRTrobust,GSE45719null,full-length,,12,5,log2(average CPM),0.306556010819497
SeuratBimod,GSE45719null,full-length,,12,5,log2(average CPM),0.979856825997166
SeuratBimodnofilt,GSE45719null,full-length,,12,5,log2(average CPM),0.130249744815968
monoclecensus,GSE45719null,full-length,,12,5,log2(average CPM),0.930992130444453
monocle,GSE45719null,full-length,,12,5,log2(average CPM),0.194618908298484
DESeq2betapFALSE,GSE45719null,full-length,,12,5,log2(average CPM),0.267820829703956
DEsingle,GSE45719null,full-length,,12,5,log2(average CPM),0.611226832601823
zinbwaveDESeq2,GSE45719null,full-length,,12,5,log2(average CPM),0.285848042452155
BPSC,GSE45719null,full-length,,12,5,log2(average CPM),0.369809034658335
MASTcpmDetRate,GSE45719null,full-length,,12,5,log2(average CPM),0.184353988692231
MASTtpmDetRate,GSE45719null,full-length,,12,5,log2(average CPM),0.186681349166879
edgeRLRT,GSE45719null,full-length,,12,5,log2(variance(CPM)),0.733486078374422
SAMseq,GSE45719null,full-length,,12,5,log2(variance(CPM)),0.534873260646403
edgeRQLF,GSE45719null,full-length,,12,5,log2(variance(CPM)),0.420237128615223
DESeq2,GSE45719null,full-length,,12,5,log2(variance(CPM)),0.462614988499141
DESeq2nofilt,GSE45719null,full-length,,12,5,log2(variance(CPM)),0.659192927838474
edgeRLRTdeconv,GSE45719null,full-length,,12,5,log2(variance(CPM)),0.784998812559394
edgeRLRTrobust,GSE45719null,full-length,,12,5,log2(variance(CPM)),0.383791468936044
SeuratBimod,GSE45719null,full-length,,12,5,log2(variance(CPM)),1.16272691155028
SeuratBimodnofilt,GSE45719null,full-length,,12,5,log2(variance(CPM)),0.200256617523787
monoclecensus,GSE45719null,full-length,,12,5,log2(variance(CPM)),1.22568978709176
monocle,GSE45719null,full-length,,12,5,log2(variance(CPM)),0.214890146191742
DESeq2betapFALSE,GSE45719null,full-length,,12,5,log2(variance(CPM)),0.379933764204888
DEsingle,GSE45719null,full-length,,12,5,log2(variance(CPM)),0.679487724992324
zinbwaveDESeq2,GSE45719null,full-length,,12,5,log2(variance(CPM)),0.382974459604877
BPSC,GSE45719null,full-length,,12,5,log2(variance(CPM)),0.517948265005037
MASTcpmDetRate,GSE45719null,full-length,,12,5,log2(variance(CPM)),0.360466429394206
MASTtpmDetRate,GSE45719null,full-length,,12,5,log2(variance(CPM)),0.368027153947102
edgeRLRT,GSE45719null,full-length,,12,5,CV(CPM),0.714477753686613
SAMseq,GSE45719null,full-length,,12,5,CV(CPM),-0.611511321881487
edgeRQLF,GSE45719null,full-length,,12,5,CV(CPM),0.769034916309551
DESeq2,GSE45719null,full-length,,12,5,CV(CPM),0.152021471365001
DESeq2nofilt,GSE45719null,full-length,,12,5,CV(CPM),0.52473846279077
edgeRLRTdeconv,GSE45719null,full-length,,12,5,CV(CPM),0.673483485545551
edgeRLRTrobust,GSE45719null,full-length,,12,5,CV(CPM),0.0145134526136371
SeuratBimod,GSE45719null,full-length,,12,5,CV(CPM),0.363962213379708
SeuratBimodnofilt,GSE45719null,full-length,,12,5,CV(CPM),0.203447205773683
monoclecensus,GSE45719null,full-length,,12,5,CV(CPM),0.924945759146125
monocle,GSE45719null,full-length,,12,5,CV(CPM),-0.0896967104330397
DESeq2betapFALSE,GSE45719null,full-length,,12,5,CV(CPM),0.263762023711207
DEsingle,GSE45719null,full-length,,12,5,CV(CPM),-0.0454323675787322
zinbwaveDESeq2,GSE45719null,full-length,,12,5,CV(CPM),0.0816830079720333
BPSC,GSE45719null,full-length,,12,5,CV(CPM),0.444458872436416
MASTcpmDetRate,GSE45719null,full-length,,12,5,CV(CPM),0.401268058492616
MASTtpmDetRate,GSE45719null,full-length,,12,5,CV(CPM),0.421483605162605
DESeq2,GSE45719null,full-length,,6,1,Fraction zeros,-0.156247695605631
DESeq2nofilt,GSE45719null,full-length,,6,1,Fraction zeros,-0.160390844809273
edgeRLRTrobust,GSE45719null,full-length,,6,1,Fraction zeros,-0.102853280489512
SeuratBimod,GSE45719null,full-length,,6,1,Fraction zeros,-0.528192989083011
SeuratBimodnofilt,GSE45719null,full-length,,6,1,Fraction zeros,-0.213645846325429
monocle,GSE45719null,full-length,,6,1,Fraction zeros,-0.0371631839298782
metagenomeSeq,GSE45719null,full-length,,6,1,Fraction zeros,0.200009147326034
DESeq2betapFALSE,GSE45719null,full-length,,6,1,Fraction zeros,0.103744083686723
DEsingle,GSE45719null,full-length,,6,1,Fraction zeros,-0.47897750615869
zinbwaveDESeq2,GSE45719null,full-length,,6,1,Fraction zeros,-0.144602043103998
DESeq2LRT,GSE45719null,full-length,,6,1,Fraction zeros,-0.295002172033859
MASTcpm,GSE45719null,full-length,,6,1,Fraction zeros,0.0638127758137094
MASTcpmDetRate,GSE45719null,full-length,,6,1,Fraction zeros,-0.0378052072571623
MASTtpm,GSE45719null,full-length,,6,1,Fraction zeros,0.0148672092569599
MASTtpmDetRate,GSE45719null,full-length,,6,1,Fraction zeros,0.062093575208984
logregLRT,GSE45719null,full-length,,6,1,Fraction zeros,-0.412041370693659
DESeq2,GSE45719null,full-length,,6,1,log2(average CPM),0.407732315498449
DESeq2nofilt,GSE45719null,full-length,,6,1,log2(average CPM),0.425641556617494
edgeRLRTrobust,GSE45719null,full-length,,6,1,log2(average CPM),0.787121392384557
SeuratBimod,GSE45719null,full-length,,6,1,log2(average CPM),0.83039499439296
SeuratBimodnofilt,GSE45719null,full-length,,6,1,log2(average CPM),0.108384317098732
monocle,GSE45719null,full-length,,6,1,log2(average CPM),0.289926824545463
metagenomeSeq,GSE45719null,full-length,,6,1,log2(average CPM),0.403791877711318
DESeq2betapFALSE,GSE45719null,full-length,,6,1,log2(average CPM),0.368016138652188
DEsingle,GSE45719null,full-length,,6,1,log2(average CPM),0.427256941329246
zinbwaveDESeq2,GSE45719null,full-length,,6,1,log2(average CPM),0.467937011108678
DESeq2LRT,GSE45719null,full-length,,6,1,log2(average CPM),0.420654218122269
MASTcpm,GSE45719null,full-length,,6,1,log2(average CPM),0.173576214491079
MASTcpmDetRate,GSE45719null,full-length,,6,1,log2(average CPM),0.303006231219474
MASTtpm,GSE45719null,full-length,,6,1,log2(average CPM),0.14251341476552
MASTtpmDetRate,GSE45719null,full-length,,6,1,log2(average CPM),0.295121117631604
logregLRT,GSE45719null,full-length,,6,1,log2(average CPM),0.0861002089410276
DESeq2,GSE45719null,full-length,,6,1,log2(variance(CPM)),0.494929064521044
DESeq2nofilt,GSE45719null,full-length,,6,1,log2(variance(CPM)),0.533257018181434
edgeRLRTrobust,GSE45719null,full-length,,6,1,log2(variance(CPM)),0.936243554270229
SeuratBimod,GSE45719null,full-length,,6,1,log2(variance(CPM)),0.987581767049359
SeuratBimodnofilt,GSE45719null,full-length,,6,1,log2(variance(CPM)),0.184774117292808
monocle,GSE45719null,full-length,,6,1,log2(variance(CPM)),0.311957235546724
metagenomeSeq,GSE45719null,full-length,,6,1,log2(variance(CPM)),0.518449148393537
DESeq2betapFALSE,GSE45719null,full-length,,6,1,log2(variance(CPM)),0.487435646435219
DEsingle,GSE45719null,full-length,,6,1,log2(variance(CPM)),0.471061381547501
zinbwaveDESeq2,GSE45719null,full-length,,6,1,log2(variance(CPM)),0.597178764255149
DESeq2LRT,GSE45719null,full-length,,6,1,log2(variance(CPM)),0.473939801242433
MASTcpm,GSE45719null,full-length,,6,1,log2(variance(CPM)),0.310512191163325
MASTcpmDetRate,GSE45719null,full-length,,6,1,log2(variance(CPM)),0.418158305083573
MASTtpm,GSE45719null,full-length,,6,1,log2(variance(CPM)),0.28649366300676
MASTtpmDetRate,GSE45719null,full-length,,6,1,log2(variance(CPM)),0.396530775469467
logregLRT,GSE45719null,full-length,,6,1,log2(variance(CPM)),0.0559672396869583
DESeq2,GSE45719null,full-length,,6,1,CV(CPM),0.0690749251065414
DESeq2nofilt,GSE45719null,full-length,,6,1,CV(CPM),0.207387021106676
edgeRLRTrobust,GSE45719null,full-length,,6,1,CV(CPM),0.0355006923048317
SeuratBimod,GSE45719null,full-length,,6,1,CV(CPM),0.117799873055279
SeuratBimodnofilt,GSE45719null,full-length,,6,1,CV(CPM),0.248097682092233
monocle,GSE45719null,full-length,,6,1,CV(CPM),-0.15550247386319
metagenomeSeq,GSE45719null,full-length,,6,1,CV(CPM),0.168791944339899
DESeq2betapFALSE,GSE45719null,full-length,,6,1,CV(CPM),0.242619424198687
DEsingle,GSE45719null,full-length,,6,1,CV(CPM),0.0920353468226946
zinbwaveDESeq2,GSE45719null,full-length,,6,1,CV(CPM),0.206200371499626
DESeq2LRT,GSE45719null,full-length,,6,1,CV(CPM),-0.0460868241100135
MASTcpm,GSE45719null,full-length,,6,1,CV(CPM),0.309508804157858
MASTcpmDetRate,GSE45719null,full-length,,6,1,CV(CPM),0.149011694038205
MASTtpm,GSE45719null,full-length,,6,1,CV(CPM),0.378708195117075
MASTtpmDetRate,GSE45719null,full-length,,6,1,CV(CPM),0.234175421135174
logregLRT,GSE45719null,full-length,,6,1,CV(CPM),-0.285422446572256
DESeq2,GSE45719null,full-length,,6,2,Fraction zeros,-0.215605509574937
DESeq2nofilt,GSE45719null,full-length,,6,2,Fraction zeros,-0.378593886004748
SeuratBimod,GSE45719null,full-length,,6,2,Fraction zeros,-0.423782983132396
SeuratBimodnofilt,GSE45719null,full-length,,6,2,Fraction zeros,-0.278713095006439
SeuratTobit,GSE45719null,full-length,,6,2,Fraction zeros,0.367826944558595
monoclecensus,GSE45719null,full-length,,6,2,Fraction zeros,0.0593792284082331
monocle,GSE45719null,full-length,,6,2,Fraction zeros,-0.197503408177224
metagenomeSeq,GSE45719null,full-length,,6,2,Fraction zeros,0.0365538392281723
DESeq2betapFALSE,GSE45719null,full-length,,6,2,Fraction zeros,0.106979657280877
DEsingle,GSE45719null,full-length,,6,2,Fraction zeros,-0.351847625105916
zinbwaveDESeq2,GSE45719null,full-length,,6,2,Fraction zeros,-0.19459534052064
DESeq2LRT,GSE45719null,full-length,,6,2,Fraction zeros,-0.296770246016649
MASTcpm,GSE45719null,full-length,,6,2,Fraction zeros,0.238261054316388
MASTcpmDetRate,GSE45719null,full-length,,6,2,Fraction zeros,0.0528476945494307
MASTtpmDetRate,GSE45719null,full-length,,6,2,Fraction zeros,-0.0929740937622945
logregLRT,GSE45719null,full-length,,6,2,Fraction zeros,-0.316406729047628
DESeq2,GSE45719null,full-length,,6,2,log2(average CPM),0.44088087674991
DESeq2nofilt,GSE45719null,full-length,,6,2,log2(average CPM),0.532863273718784
SeuratBimod,GSE45719null,full-length,,6,2,log2(average CPM),0.881725428544829
SeuratBimodnofilt,GSE45719null,full-length,,6,2,log2(average CPM),0.184242673287046
SeuratTobit,GSE45719null,full-length,,6,2,log2(average CPM),0.192547596293651
monoclecensus,GSE45719null,full-length,,6,2,log2(average CPM),1.02224576961511
monocle,GSE45719null,full-length,,6,2,log2(average CPM),0.431031195748614
metagenomeSeq,GSE45719null,full-length,,6,2,log2(average CPM),0.494407477717485
DESeq2betapFALSE,GSE45719null,full-length,,6,2,log2(average CPM),0.32481690990661
DEsingle,GSE45719null,full-length,,6,2,log2(average CPM),0.666128179864988
zinbwaveDESeq2,GSE45719null,full-length,,6,2,log2(average CPM),0.454400484338683
DESeq2LRT,GSE45719null,full-length,,6,2,log2(average CPM),0.532186115634921
MASTcpm,GSE45719null,full-length,,6,2,log2(average CPM),0.240335816070899
MASTcpmDetRate,GSE45719null,full-length,,6,2,log2(average CPM),0.346049240665868
MASTtpmDetRate,GSE45719null,full-length,,6,2,log2(average CPM),0.364670905469713
logregLRT,GSE45719null,full-length,,6,2,log2(average CPM),-0.0150844040090487
DESeq2,GSE45719null,full-length,,6,2,log2(variance(CPM)),0.521156876474392
DESeq2nofilt,GSE45719null,full-length,,6,2,log2(variance(CPM)),0.637791743809791
SeuratBimod,GSE45719null,full-length,,6,2,log2(variance(CPM)),0.993184959572325
SeuratBimodnofilt,GSE45719null,full-length,,6,2,log2(variance(CPM)),0.244983054685043
SeuratTobit,GSE45719null,full-length,,6,2,log2(variance(CPM)),0.219988561311826
monoclecensus,GSE45719null,full-length,,6,2,log2(variance(CPM)),1.25225531878983
monocle,GSE45719null,full-length,,6,2,log2(variance(CPM)),0.410905242070531
metagenomeSeq,GSE45719null,full-length,,6,2,log2(variance(CPM)),0.585881936056444
DESeq2betapFALSE,GSE45719null,full-length,,6,2,log2(variance(CPM)),0.424627605136064
DEsingle,GSE45719null,full-length,,6,2,log2(variance(CPM)),0.729092446905683
zinbwaveDESeq2,GSE45719null,full-length,,6,2,log2(variance(CPM)),0.55331983430981
DESeq2LRT,GSE45719null,full-length,,6,2,log2(variance(CPM)),0.599248880815314
MASTcpm,GSE45719null,full-length,,6,2,log2(variance(CPM)),0.375750849613526
MASTcpmDetRate,GSE45719null,full-length,,6,2,log2(variance(CPM)),0.444937706496374
MASTtpmDetRate,GSE45719null,full-length,,6,2,log2(variance(CPM)),0.469031751458273
logregLRT,GSE45719null,full-length,,6,2,log2(variance(CPM)),-0.0394663505156087
DESeq2,GSE45719null,full-length,,6,2,CV(CPM),0.0883198802772288
DESeq2nofilt,GSE45719null,full-length,,6,2,CV(CPM),0.395497511112825
SeuratBimod,GSE45719null,full-length,,6,2,CV(CPM),0.249432972936779
SeuratBimodnofilt,GSE45719null,full-length,,6,2,CV(CPM),0.235926913067341
SeuratTobit,GSE45719null,full-length,,6,2,CV(CPM),-0.173967282162913
monoclecensus,GSE45719null,full-length,,6,2,CV(CPM),0.933667869386617
